level,seed,wifiStandard,trafficType,nStations,distance,simulationTime,packetSize,interval,maxPackets,propagationModel,dataRate,payloadSize,offeredLoadMbps,flowId,source,destination,txPackets,rxPackets,lostPackets,pdr,lossRate,throughputMbps,throughputPerNodeMbps,meanDelay,jainFairness,efficiency
aggregate,1.0,80211ax,tcp,5.0,5.0,10.0,1024.0,0.5,20.0,friis,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499579000000001,1.0999158000000002,0.00017,0.9999999241066027,1.0999158000000002
aggregate,1.0,80211ax,tcp,5.0,5.0,10.0,1024.0,0.5,20.0,friis-nakagami,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9512.0,9512.0,0.0,1.0,0.0,5.362975,1.072595,0.0002326,0.9973495470961993,1.072595
aggregate,1.0,80211ax,tcp,5.0,5.0,10.0,1024.0,0.5,20.0,logdistance,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499636,1.0999272,0.0001748,0.999999928868805,1.0999272
aggregate,1.0,80211ax,tcp,5.0,10.0,10.0,1024.0,0.5,20.0,friis,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499646,1.0999292,0.0001714,0.9999999278064479,1.0999292
aggregate,1.0,80211ax,tcp,5.0,10.0,10.0,1024.0,0.5,20.0,friis-nakagami,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9756.0,9756.0,0.0,1.0,0.0,5.501494,1.1002988,0.0002288,0.9999999542865263,1.1002988
aggregate,1.0,80211ax,tcp,5.0,10.0,10.0,1024.0,0.5,20.0,logdistance,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499611000000001,1.0999222000000002,0.00019560000000000004,0.9999999265713049,1.0999222000000002
aggregate,1.0,80211ax,tcp,5.0,20.0,10.0,1024.0,0.5,20.0,friis,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499626000000001,1.0999252000000002,0.0001748,0.9999999268312447,1.0999252000000002
aggregate,1.0,80211ax,tcp,5.0,20.0,10.0,1024.0,0.5,20.0,friis-nakagami,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9756.0,9756.0,0.0,1.0,0.0,5.500841,1.1001682000000002,0.00039500000000000006,0.9999998705591425,1.1001682000000002
aggregate,1.0,80211ax,tcp,5.0,20.0,10.0,1024.0,0.5,20.0,logdistance,1Mbps,1024.0,5.0,-1,ALL_STA,AP,5860.0,5856.0,4.0,0.9993174061433447,0.0006825938566552558,3.300932,0.6601864,5.8e-05,0.5999999722529215,0.6601864
aggregate,1.0,80211ax,tcp,5.0,30.0,10.0,1024.0,0.5,20.0,friis,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499656,1.0999311999999999,0.0001788,0.999999929486259,1.0999311999999999
aggregate,1.0,80211ax,tcp,5.0,30.0,10.0,1024.0,0.5,20.0,friis-nakagami,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9748.0,9744.0,4.0,0.9995896594173164,0.0004103405826836326,5.495136,1.0990271999999999,0.0007896,0.9999966345382473,1.0990271999999999
aggregate,1.0,80211ax,tcp,5.0,30.0,10.0,1024.0,0.5,20.0,logdistance,1Mbps,1024.0,5.0,-1,ALL_STA,AP,3908.0,3902.0,6.0,0.9984646878198568,0.0015353121801432446,2.200203,0.4400406,3.7600000000000006e-05,0.3999999252699215,0.4400406
aggregate,1.0,80211ax,tcp,5.0,40.0,10.0,1024.0,0.5,20.0,friis,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499616999999999,1.0999233999999998,0.00018700000000000002,0.9999999275285569,1.0999233999999998
aggregate,1.0,80211ax,tcp,5.0,40.0,10.0,1024.0,0.5,20.0,friis-nakagami,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9504.0,9502.0,2.0,0.9997895622895623,0.00021043771043771642,5.357513,1.0715026,0.001417,0.9974290218714185,1.0715026
aggregate,1.0,80211ax,tcp,5.0,40.0,10.0,1024.0,0.5,20.0,logdistance,1Mbps,1024.0,5.0,-1,ALL_STA,AP,3908.0,3902.0,6.0,0.9984646878198568,0.0015353121801432446,2.2001980000000003,0.4400396000000001,4.2000000000000004e-05,0.39999992605332474,0.4400396000000001
aggregate,1.0,80211ax,tcp,5.0,50.0,10.0,1024.0,0.5,20.0,friis,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9752.0,9752.0,0.0,1.0,0.0,5.499615,1.099923,0.0001868,0.9999999268929113,1.099923
aggregate,1.0,80211ax,tcp,5.0,50.0,10.0,1024.0,0.5,20.0,friis-nakagami,1Mbps,1024.0,5.0,-1,ALL_STA,AP,9490.0,9488.0,2.0,0.9997892518440463,0.00021074815595367724,5.350407000000001,1.0700814,0.002749,0.9974802702662713,1.0700814
aggregate,1.0,80211ax,tcp,5.0,50.0,10.0,1024.0,0.5,20.0,logdistance,1Mbps,1024.0,5.0,-1,ALL_STA,AP,3908.0,3902.0,6.0,0.9984646878198568,0.0015353121801432446,2.200192,0.4400384,4.98e-05,0.3999999269879645,0.4400384
aggregate,1.0,80211ax,tcp,10.0,5.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,20.0,-1,ALL_STA,AP,37516.0,37515.0,1.0,0.9999733447062586,2.6655293741351116e-05,21.165451000000004,2.1165451000000006,0.0009194000000000001,0.9965643025000085,1.0582725500000003
aggregate,1.0,80211ax,tcp,10.0,5.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,20.0,-1,ALL_STA,AP,38439.0,38429.0,10.0,0.9997398475506647,0.0002601524493353047,21.684417999999997,2.1684417999999996,0.0023532,0.9985898271524289,1.0842208999999998
aggregate,1.0,80211ax,tcp,10.0,5.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,20.0,-1,ALL_STA,AP,38468.0,38466.0,2.0,0.9999480087345326,5.1991265467399295e-05,21.704717000000002,2.1704717000000002,0.0014179999999999998,0.9986065592622212,1.0852358500000001
aggregate,1.0,80211ax,tcp,10.0,10.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,20.0,-1,ALL_STA,AP,38470.0,38470.0,0.0,1.0,0.0,21.703291,2.1703291,0.0008167000000000001,0.9985986884810664,1.08516455
aggregate,1.0,80211ax,tcp,10.0,10.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,20.0,-1,ALL_STA,AP,38815.0,38799.0,16.0,0.9995877882262012,0.0004122117737987985,21.898501,2.1898501,0.005954699999999999,0.9999713213472277,1.09492505
aggregate,1.0,80211ax,tcp,10.0,10.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,20.0,-1,ALL_STA,AP,23396.0,23386.0,10.0,0.9995725765088049,0.00042742349119506695,13.191445,1.3191445,9.24e-05,0.599999640805955,0.65957225
aggregate,1.0,80211ax,tcp,10.0,20.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,20.0,-1,ALL_STA,AP,37982.0,37980.0,2.0,0.9999473434784898,5.2656521510208165e-05,21.429004,2.1429004,0.0009833,0.9941882873809704,1.0714502
aggregate,1.0,80211ax,tcp,10.0,20.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,20.0,-1,ALL_STA,AP,36583.0,36394.0,189.0,0.9948336659103956,0.00516633408960443,20.685474999999997,2.0685474999999998,0.0203365,0.9916486650925475,1.0342737499999999
aggregate,1.0,80211ax,tcp,10.0,20.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,20.0,-1,ALL_STA,AP,11716.0,11702.0,14.0,0.9988050529190851,0.0011949470809149432,6.599235,0.6599235,2.97e-05,0.29999997968277115,0.32996175
aggregate,1.0,80211ax,tcp,10.0,30.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,20.0,-1,ALL_STA,AP,38946.0,38936.0,10.0,0.9997432342217429,0.00025676577825706204,21.972632,2.1972632,0.0016013,0.9999993964907665,1.0986316
aggregate,1.0,80211ax,tcp,10.0,30.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,20.0,-1,ALL_STA,AP,32317.0,31914.0,403.0,0.9875297830863013,0.01247021691369865,18.237340000000003,1.8237340000000004,0.0371681,0.9214039490806234,0.9118670000000002
aggregate,1.0,80211ax,tcp,10.0,30.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,20.0,-1,ALL_STA,AP,7820.0,7804.0,16.0,0.9979539641943734,0.002046035805626567,4.400811,0.4400811,1.83e-05,0.19999999344034217,0.22004055
aggregate,1.0,80211ax,tcp,10.0,40.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,20.0,-1,ALL_STA,AP,38947.0,38935.0,12.0,0.9996918889773282,0.0003081110226718087,21.973462,2.1973462,0.0030754,0.9999994351207482,1.0986731
aggregate,1.0,80211ax,tcp,10.0,40.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,20.0,-1,ALL_STA,AP,25750.0,25666.0,84.0,0.99673786407767,0.003262135922330045,14.634832000000001,1.4634832000000002,0.0316125,0.7015372037925091,0.7317416000000001
aggregate,1.0,80211ax,tcp,10.0,40.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,20.0,-1,ALL_STA,AP,7820.0,7804.0,16.0,0.9979539641943734,0.002046035805626567,4.400798,0.4400798,2.0600000000000003e-05,0.19999999362012447,0.2200399
aggregate,1.0,80211ax,tcp,10.0,50.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,20.0,-1,ALL_STA,AP,31180.0,31174.0,6.0,0.999807568954458,0.00019243104554200752,17.586571,1.7586571,0.0004398,0.7999995262007947,0.87932855
aggregate,1.0,80211ax,tcp,10.0,50.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,20.0,-1,ALL_STA,AP,21983.0,21522.0,461.0,0.9790292498749034,0.020970750125096638,12.361588,1.2361588,0.2066472,0.670805943389017,0.6180794
aggregate,1.0,80211ax,tcp,10.0,50.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,20.0,-1,ALL_STA,AP,7820.0,7804.0,16.0,0.9979539641943734,0.002046035805626567,4.400785,0.4400785,2.4400000000000004e-05,0.19999999386127137,0.22003925
aggregate,1.0,80211ax,tcp,20.0,5.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,40.0,-1,ALL_STA,AP,74956.0,74850.0,106.0,0.9985858370243876,0.0014141629756123653,42.440059,2.1220029499999997,0.0145208,0.9949575596230107,1.0610014749999999
aggregate,1.0,80211ax,tcp,20.0,5.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,40.0,-1,ALL_STA,AP,71029.0,70876.0,153.0,0.9978459502456744,0.0021540497543256487,40.584407999999996,2.0292204,0.026473999999999998,0.9800194988752277,1.0146102
aggregate,1.0,80211ax,tcp,20.0,5.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,40.0,-1,ALL_STA,AP,42822.0,42802.0,20.0,0.9995329503526225,0.0004670496473775376,24.151618,1.2075809,0.0016923,0.5499944911686206,0.60379045
aggregate,1.0,80211ax,tcp,20.0,10.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,40.0,-1,ALL_STA,AP,68238.0,68082.0,156.0,0.997713883759782,0.002286116240218017,38.61685000000001,1.9308425000000002,0.0134933,0.8961385829945117,0.9654212500000001
aggregate,1.0,80211ax,tcp,20.0,10.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,40.0,-1,ALL_STA,AP,58924.0,58806.0,118.0,0.9979974204059466,0.0020025795940533664,34.152858,1.7076429000000002,0.030613850000000005,0.9024566847952241,0.8538214500000001
aggregate,1.0,80211ax,tcp,20.0,10.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,40.0,-1,ALL_STA,AP,23434.0,23404.0,30.0,0.9987198088247845,0.0012801911752154949,13.20124,0.660062,7e-05,0.29999993995644497,0.330031
aggregate,1.0,80211ax,tcp,20.0,20.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,40.0,-1,ALL_STA,AP,66936.0,66339.0,597.0,0.9910810326281821,0.008918967371817854,37.922084,1.8961042,0.024477099999999998,0.8943012475634424,0.9480521
aggregate,1.0,80211ax,tcp,20.0,20.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,40.0,-1,ALL_STA,AP,35534.0,35153.0,381.0,0.9892778747115438,0.010722125288456175,20.578714999999995,1.0289357499999998,0.046846200000000005,0.5828836612423199,0.5144678749999999
aggregate,1.0,80211ax,tcp,20.0,20.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,40.0,-1,ALL_STA,AP,11740.0,11706.0,34.0,0.9971039182282794,0.0028960817717206266,6.602234,0.3301117,1.4449999999999999e-05,0.14999995739116903,0.16505585
aggregate,1.0,80211ax,tcp,20.0,30.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,40.0,-1,ALL_STA,AP,48533.0,48443.0,90.0,0.9981455916592834,0.0018544083407165957,27.404908,1.3702454,0.0062095499999999994,0.645403119619049,0.6851227
aggregate,1.0,80211ax,tcp,20.0,30.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,40.0,-1,ALL_STA,AP,33179.0,32859.0,320.0,0.9903553452485006,0.009644654751499449,19.30671,0.9653354999999999,0.0456988,0.5187901510699825,0.48266774999999995
aggregate,1.0,80211ax,tcp,20.0,30.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,40.0,-1,ALL_STA,AP,7842.0,7806.0,36.0,0.9954093343534812,0.004590665646518777,4.402046,0.22010230000000003,9.05e-06,0.09999996221266472,0.11005115000000001
aggregate,1.0,80211ax,tcp,20.0,40.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,40.0,-1,ALL_STA,AP,37552.0,37516.0,36.0,0.9990413293566255,0.0009586706433745151,21.172069999999998,1.0586034999999998,0.0011318,0.49827170352414546,0.5293017499999999
aggregate,1.0,80211ax,tcp,20.0,40.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,40.0,-1,ALL_STA,AP,25256.0,25094.0,162.0,0.9935856826100729,0.006414317389927149,14.303830999999999,0.7151915499999999,0.016172199999999998,0.3487941334446504,0.35759577499999995
aggregate,1.0,80211ax,tcp,20.0,40.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,40.0,-1,ALL_STA,AP,7842.0,7806.0,36.0,0.9954093343534812,0.004590665646518777,4.4020340000000004,0.2201017,1.02e-05,0.09999996176427844,0.11005085
aggregate,1.0,80211ax,tcp,20.0,50.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,40.0,-1,ALL_STA,AP,30738.0,30712.0,26.0,0.9991541414535754,0.0008458585464246049,17.32539,0.8662694999999999,0.00018885,0.3993066793096972,0.43313474999999996
aggregate,1.0,80211ax,tcp,20.0,50.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,40.0,-1,ALL_STA,AP,22131.0,22035.0,96.0,0.9956621933035109,0.004337806696489088,12.504317,0.62521585,0.01450765,0.30175836219917634,0.312607925
aggregate,1.0,80211ax,tcp,20.0,50.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,40.0,-1,ALL_STA,AP,7842.0,7806.0,36.0,0.9954093343534812,0.004590665646518777,4.402018,0.2201009,1.205e-05,0.09999996142612891,0.11005045
aggregate,1.0,80211ax,tcp,30.0,5.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,60.0,-1,ALL_STA,AP,105389.0,105064.0,325.0,0.9969161866988016,0.003083813301198446,60.34633300000001,2.0115444333333334,0.0266555,0.9598329036933524,1.0057722166666667
aggregate,1.0,80211ax,tcp,30.0,5.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,60.0,-1,ALL_STA,AP,69127.0,69041.0,86.0,0.9987559130296411,0.0012440869703589374,40.361788999999995,1.3453929666666664,0.0209619,0.9245953355223594,0.6726964833333332
aggregate,1.0,80211ax,tcp,30.0,5.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,60.0,-1,ALL_STA,AP,41910.0,41862.0,48.0,0.9988546886184682,0.0011453113815318439,23.625445,0.7875148333333333,0.0010726333333333333,0.36579024844123265,0.39375741666666664
aggregate,1.0,80211ax,tcp,30.0,10.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,60.0,-1,ALL_STA,AP,99599.0,98972.0,627.0,0.9937047560718482,0.006295243928151839,57.575784000000006,1.9191928000000003,0.02835873333333333,0.9897205730093244,0.9595964000000001
