level,seed,wifiStandard,trafficType,nStations,distance,simulationTime,packetSize,interval,maxPackets,propagationModel,dataRate,payloadSize,offeredLoadMbps,flowId,source,destination,txPackets,rxPackets,lostPackets,pdr,lossRate,throughputMbps,throughputPerNodeMbps,meanDelay,jainFairness,efficiency
aggregate,3.0,80211g,tcp,30.0,50.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,60.0,-1,ALL_STA,AP,7864.0,7807.0,57.0,0.9927517802644964,0.007248219735503603,4.402032,0.14673440000000001,2.8966666666666665e-05,0.06666663660514127,0.07336720000000001
aggregate,3.0,80211g,tcp,50.0,5.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,100.0,-1,ALL_STA,AP,24304.0,24112.0,192.0,0.9921000658327848,0.007899934167215239,15.143835000000001,0.3028767,0.03529785999999999,0.9108195627612898,0.15143835
aggregate,3.0,80211g,tcp,50.0,5.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,100.0,-1,ALL_STA,AP,15244.0,15065.0,179.0,0.988257675150879,0.011742324849120966,9.139308000000002,0.18278616000000003,0.12580838000000003,0.3792321996183082,0.09139308000000002
aggregate,3.0,80211g,tcp,50.0,5.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,100.0,-1,ALL_STA,AP,22936.0,22755.0,181.0,0.9921084757586327,0.007891524241367298,13.442417000000003,0.2688483400000001,0.00219468,0.1979903843573934,0.13442417000000004
aggregate,3.0,80211g,tcp,50.0,10.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,100.0,-1,ALL_STA,AP,22874.0,22646.0,228.0,0.9900323511410335,0.009967648858966505,14.121429,0.28242858,0.03246204,0.702298307924059,0.14121429
aggregate,3.0,80211g,tcp,50.0,10.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,100.0,-1,ALL_STA,AP,9768.0,9507.0,261.0,0.9732800982800983,0.026719901719901684,5.774642,0.11549284,0.10791888,0.21233944025147436,0.05774642
aggregate,3.0,80211g,tcp,50.0,10.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,100.0,-1,ALL_STA,AP,23194.0,23068.0,126.0,0.994567560576011,0.005432439423988966,13.16969,0.2633938,0.00027344,0.11999969374909361,0.1316969
aggregate,3.0,80211g,tcp,50.0,20.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,100.0,-1,ALL_STA,AP,22556.0,22332.0,224.0,0.9900691611987941,0.009930838801205932,13.44322,0.2688644,0.00802614,0.36911204369880324,0.1344322
aggregate,3.0,80211g,tcp,50.0,20.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,100.0,-1,ALL_STA,AP,8700.0,8534.0,166.0,0.980919540229885,0.019080459770114966,5.04535,0.100907,0.1121397,0.14963753793374227,0.0504535
aggregate,3.0,80211g,tcp,50.0,20.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,100.0,-1,ALL_STA,AP,11800.0,11705.0,95.0,0.9919491525423729,0.008050847457627075,6.6009720000000005,0.13201944000000002,2.392e-05,0.059999995984398015,0.06600972000000001
aggregate,3.0,80211g,tcp,50.0,30.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,100.0,-1,ALL_STA,AP,22103.0,21907.0,196.0,0.9911324254626069,0.008867574537393064,12.996621999999999,0.25993244,0.00329876,0.25584864423383535,0.12996622
aggregate,3.0,80211g,tcp,50.0,30.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,100.0,-1,ALL_STA,AP,10717.0,10546.0,171.0,0.9840440421759821,0.01595595782401793,6.209897,0.12419793999999999,0.04029168,0.09497494033899596,0.062098969999999996
aggregate,3.0,80211g,tcp,50.0,30.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,100.0,-1,ALL_STA,AP,7902.0,7806.0,96.0,0.9878511769172361,0.012148823082763882,4.401149,0.08802298,1.446e-05,0.03999999445264838,0.04401149
aggregate,3.0,80211g,tcp,50.0,40.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,100.0,-1,ALL_STA,AP,22280.0,22105.0,175.0,0.9921454219030521,0.007854578096947895,12.979659999999999,0.25959319999999997,0.0021043800000000003,0.1968434905413347,0.12979659999999998
aggregate,3.0,80211g,tcp,50.0,40.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,100.0,-1,ALL_STA,AP,7937.0,7746.0,191.0,0.975935491999496,0.02406450800050397,4.51044,0.0902088,0.008473219999999998,0.08150312359942251,0.0451044
aggregate,3.0,80211g,tcp,50.0,40.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,100.0,-1,ALL_STA,AP,7902.0,7806.0,96.0,0.9878511769172361,0.012148823082763882,4.40107,0.0880214,1.594e-05,0.03999999441855043,0.0440107
aggregate,3.0,80211g,tcp,50.0,50.0,10.0,1024.0,0.5,20.0,friis,2Mbps,1024.0,100.0,-1,ALL_STA,AP,22118.0,22000.0,118.0,0.9946649787503391,0.005335021249660898,12.842666999999999,0.25685334,0.0008935,0.1585697560293165,0.12842667
aggregate,3.0,80211g,tcp,50.0,50.0,10.0,1024.0,0.5,20.0,friis-nakagami,2Mbps,1024.0,100.0,-1,ALL_STA,AP,10654.0,10464.0,190.0,0.9821663225079782,0.017833677492021804,6.010607,0.12021214000000001,0.00669688,0.06568205272829458,0.060106070000000004
aggregate,3.0,80211g,tcp,50.0,50.0,10.0,1024.0,0.5,20.0,logdistance,2Mbps,1024.0,100.0,-1,ALL_STA,AP,7902.0,7806.0,96.0,0.9878511769172361,0.012148823082763882,4.401063000000001,0.08802126000000002,1.884e-05,0.039999994890219916,0.04401063000000001
