wifiStandard,nStations,distance,propagationModel,dataRate,udp_throughputMbps_mean,udp_throughputPerNodeMbps_mean,udp_pdr_mean,udp_meanDelay_mean,udp_jainFairness_mean,udp_efficiency_mean,tcp_throughputMbps_mean,tcp_throughputPerNodeMbps_mean,tcp_pdr_mean,tcp_meanDelay_mean,tcp_jainFairness_mean,tcp_efficiency_mean,delta_tcp_minus_udp_throughputMbps_mean,ratio_tcp_over_udp_throughputMbps_mean,delta_tcp_minus_udp_throughputPerNodeMbps_mean,ratio_tcp_over_udp_throughputPerNodeMbps_mean,delta_tcp_minus_udp_pdr_mean,ratio_tcp_over_udp_pdr_mean,delta_tcp_minus_udp_meanDelay_mean,ratio_tcp_over_udp_meanDelay_mean,delta_tcp_minus_udp_jainFairness_mean,ratio_tcp_over_udp_jainFairness_mean,delta_tcp_minus_udp_efficiency_mean,ratio_tcp_over_udp_efficiency_mean
80211ax,10.0,50.0,friis-nakagami,2mbps,13.997013333333332,1.3997013333333337,0.6368333333333333,0.111858,0.7328509072569779,0.6998506666666667,11.901625,1.1901624999999998,0.9892044074805548,0.0904511666666666,0.611116249763341,0.5950812499999999,-2.0953883333333323,0.8502974682217921,-0.2095388333333339,0.8502974682217918,0.3523710741472216,1.5533175725944333,-0.021406833333333403,0.8086249232658066,-0.12173465749363688,0.8338889175299199,-0.10476941666666684,0.8502974682217919
80211ax,10.0,50.0,logdistance,2mbps,4.111408333333333,0.4111408333333333,0.2001,2.9333333333333333e-05,0.1999999999900495,0.2055704166666666,4.400868333333334,0.4400868333333333,0.9979541380422564,3.196666666666667e-05,0.1999999663987025,0.2200434166666666,0.28946000000000094,1.0704040991631012,0.028946000000000027,1.0704040991631012,0.7978541380422564,4.98727705168544,2.633333333333334e-06,1.0897727272727273,-3.35913470095317e-08,0.9999998320432649,0.014473000000000014,1.0704040991631012
80211ax,20.0,5.0,friis,2mbps,41.03407033333333,2.0517035166666666,0.9980666666666668,0.0010206666666666,0.9999975755519628,1.0258517583333333,42.665771,2.13328855,0.9981844544529864,0.01469115,0.9944552925435532,1.066644275,1.6317006666666671,1.039764533554966,0.08158503333333345,1.0397645335549661,0.00011778778631965636,1.0001180159504905,0.0136704833333334,14.393680600915376,-0.005542283008409532,0.9944577035545807,0.04079251666666672,1.0397645335549661
80211ax,20.0,5.0,friis-nakagami,2mbps,40.866317,2.04331585,0.9918333333333336,0.0230346666666666,0.9999663549596352,1.021657925,41.23334866666666,2.061667433333333,0.9973325229730442,0.0240327999999999,0.9873349598516392,1.0308337166666666,0.3670316666666551,1.0089812758675232,0.0183515833333332,1.0089812758675234,0.005499189639710633,1.0055444694737463,0.0009981333333333002,1.0433317897661483,-0.012631395107995935,0.9873681798939067,0.0091757916666666,1.0089812758675234
80211ax,20.0,5.0,logdistance,2mbps,22.603174,1.1301587,0.5501,0.0001593333333333,0.5499998686969289,0.56507935,23.70415233333333,1.1852076166666663,0.9992334321761546,0.00158095,0.5473256759335655,0.5926038083333333,1.1009783333333303,1.0487090146425158,0.05504891666666634,1.0487090146425155,0.44913343217615453,1.8164577934487447,0.0014216166666667,9.92228033473011,-0.0026741927633633367,0.9951378301785797,0.02752445833333328,1.0487090146425158
80211ax,20.0,10.0,friis,2mbps,41.022084666666665,2.051104233333333,0.9971333333333332,0.0053276666666666,0.9999953425321764,1.0255521166666666,40.86391533333334,2.043195766666667,0.9976084927127424,0.0169440833333333,0.9473863420353968,1.0215978833333337,-0.15816933333332628,0.9961442882628085,-0.007908466666666225,0.9961442882628087,0.00047515937940922903,1.0004765254189436,0.0116164166666667,3.180394794469157,-0.05260900049677952,0.9473907544773522,-0.0039542333333328905,0.9961442882628089
80211ax,20.0,10.0,friis-nakagami,2mbps,38.281183,1.91405915,0.9217,0.105644,0.9825968428345414,0.957029575,33.57529,1.6787645,0.9979053700882043,0.0267658333333333,0.9267414239285496,0.83938225,-4.705892999999996,0.8770703350520804,-0.23529464999999994,0.8770703350520803,0.07620537008820438,1.082679147323646,-0.0788781666666667,0.25335876465614043,-0.05585541890599177,0.9431553039140008,-0.11764732499999997,0.8770703350520803
80211ax,20.0,10.0,logdistance,2mbps,12.333769666666669,0.6166884833333334,0.3002666666666667,6.1e-05,0.299999995954699,0.3083442416666667,13.198427,0.65992135,0.9987479393274424,7.461666666666666e-05,0.299999937130621,0.329960675,0.8646573333333318,1.0701048711546934,0.04323286666666659,1.0701048711546934,0.6984812726607758,3.3262031727157275,1.3616666666666661e-05,1.2232240437158468,-5.8824077997510216e-08,0.9999998039197374,0.021616433333333296,1.0701048711546934
80211ax,20.0,20.0,friis,2mbps,38.97822266666666,1.948911133333333,0.9461,0.019887,0.949996947311445,0.9744555666666668,37.738058333333335,1.8869029166666669,0.9932294795391806,0.0237263166666666,0.8918051011214757,0.9434514583333334,-1.2401643333333254,0.9681831482174305,-0.06200821666666623,0.9681831482174305,0.04712947953918056,1.0498144800118174,0.0038393166666666027,1.1930566031410772,-0.05819184618996931,0.9387452282297789,-0.031004108333333336,0.9681831482174302
80211ax,20.0,20.0,friis-nakagami,2mbps,25.90952933333333,1.2954764666666667,0.6111666666666666,0.1837846666666666,0.7183370376529058,0.6477382333333334,22.722586,1.1361292999999997,0.988563498266472,0.0533905,0.6620737686580438,0.5680646499999998,-3.186943333333332,0.8769972509985644,-0.15934716666666704,0.8769972509985641,0.3773968315998054,1.6175023151346695,-0.1303941666666666,0.29050573678616654,-0.056263268994862004,0.9216756674851452,-0.07967358333333352,0.8769972509985641
80211ax,20.0,20.0,logdistance,2mbps,6.167137,0.30835685,0.1502,1.7e-05,0.1499999999983462,0.154178425,6.601158000000001,0.3300578999999999,0.9971034246060242,1.5e-05,0.1499999805997501,0.1650289499999999,0.43402100000000043,1.070376416155503,0.02170104999999989,1.0703764161555025,0.8469034246060242,6.638504824274462,-1.9999999999999995e-06,0.8823529411764706,-1.9398596118325173e-08,0.9999998706760259,0.010850524999999889,1.0703764161555023
80211ax,20.0,30.0,friis,2mbps,26.704322333333334,1.3352161166666667,0.6498,0.0002403333333333,0.6499996946794869,0.6676080583333334,27.8390105,1.391950525,0.9981944821918264,0.0063744,0.647326525892501,0.6959752625,1.1346881666666668,1.0424908055146678,0.05673440833333321,1.0424908055146678,0.34839448219182634,1.536156482289668,0.0061340666666667,26.523162274622262,-0.00267316878698598,0.9958874307036343,0.028367204166666604,1.0424908055146678
80211ax,20.0,30.0,friis-nakagami,2mbps,20.69806566666667,1.0349032833333334,0.4866,0.1260513333333333,0.5411882019170023,0.5174516416666667,18.347127,0.91735635,0.9914408070055292,0.0394689833333333,0.4701570677466372,0.4586781749999999,-2.350938666666668,0.886417469896583,-0.11754693333333333,0.8864174698965831,0.5048408070055292,2.037486245387442,-0.08658235,0.3131183327427448,-0.07103113417036516,0.8687496624672194,-0.058773466666666774,0.8864174698965829
80211ax,20.0,30.0,logdistance,2mbps,4.111426,0.2055712999999999,0.1001,1.1e-05,0.0999999999991362,0.1027856499999999,4.4001996666666665,0.2200099833333333,0.9954069907820124,9.316666666666668e-06,0.0999999671339612,0.1100049916666666,0.2887736666666667,1.0702368634791595,0.014438683333333396,1.0702368634791597,0.8953069907820125,9.944125782038087,-1.6833333333333313e-06,0.8469696969696972,-3.286517499812014e-08,0.99999967134825,0.007219341666666698,1.07023686347916
80211ax,20.0,40.0,friis,2mbps,20.55003,1.0275014999999998,0.5001666666666666,0.000145,0.4999999103619151,0.5137507499999999,21.70747233333333,1.0853736166666668,0.99908165725755,0.0012407499999999,0.499423819779254,0.5426868083333334,1.1574423333333321,1.056323145675862,0.05787211666666692,1.0563231456758622,0.4989149905908834,1.9974974820210931,0.0010957499999999,8.556896551723447,-0.0005760905826611151,0.9988478186281191,0.02893605833333346,1.0563231456758622
80211ax,20.0,40.0,friis-nakagami,2mbps,17.476164666666666,0.8738082333333334,0.4051333333333333,0.0801146666666666,0.4668700881966295,0.4369041166666667,15.163130333333331,0.7581565166666667,0.9903226751273544,0.0259274166666666,0.3738383568856577,0.3790782583333333,-2.3130343333333343,0.8676463413196648,-0.11565171666666663,0.8676463413196649,0.585189341794021,2.4444364204229583,-0.05418725,0.3236288403288614,-0.09303173131097181,0.8007331511206388,-0.05782585833333337,0.8676463413196648
80211ax,20.0,40.0,logdistance,2mbps,4.111422666666667,0.2055711333333333,0.1001,1.1666666666666666e-05,0.0999999999982903,0.1027855666666666,4.4001893333333335,0.2200094666666666,0.9954069907820124,1.0416666666666666e-05,0.0999999668233883,0.1100047333333333,0.2887666666666666,1.070235217849977,0.014438333333333303,1.0702352178499768,0.8953069907820125,9.944125782038087,-1.2499999999999999e-06,0.8928571428571429,-3.317490200605011e-08,0.99999966825098,0.007219166666666693,1.0702352178499772
80211ax,20.0,50.0,friis,2mbps,16.443336333333335,0.8221668166666666,0.4002666666666667,9.433333333333331e-05,0.3999999821142637,0.4110834083333333,17.321325666666667,0.8660662833333334,0.9991751393562656,0.0002056,0.3993644032722166,0.4330331416666667,0.877989333333332,1.053394841261837,0.043899466666666775,1.0533948412618372,0.5989084726895988,2.496273665946699,0.0001112666666666667,2.1795053003533575,-0.0006355788420470687,0.9984110528238336,0.021949733333333388,1.0533948412618372
80211ax,20.0,50.0,friis-nakagami,2mbps,14.017394,0.7008697,0.3354666666666666,0.0688323333333333,0.3792263312767137,0.35043485,11.829688,0.5914844,0.9934784408797452,0.0186903333333333,0.2990169246637538,0.2957422,-2.1877059999999986,0.8439291925446343,-0.10938530000000002,0.8439291925446342,0.6580117742130787,2.9614818388704656,-0.050142000000000006,0.2715342111507669,-0.08020940661295989,0.7884919901449756,-0.05469265000000001,0.8439291925446342
80211ax,20.0,50.0,logdistance,2mbps,4.111408666666667,0.2055704333333333,0.1001,1.4e-05,0.0999999999953619,0.1027852166666666,4.4001573333333335,0.2200078666666666,0.9954069907820124,1.23e-05,0.0999999659402146,0.1100039333333333,0.28874866666666676,1.070231078950556,0.014437433333333305,1.0702310789505558,0.8953069907820125,9.944125782038087,-1.699999999999999e-06,0.8785714285714287,-3.40551472993722e-08,0.999999659448527,0.007218716666666708,1.0702310789505565
80211ax,30.0,5.0,friis,2mbps,61.178452,2.039281733333333,0.9856666666666666,0.050348,0.9999202753499868,1.0196408666666668,60.857551666666666,2.028585055555556,0.9952416004270552,0.0236030666666666,0.977785418228908,1.014292527777778,-0.32090033333333423,0.9947546836697775,-0.010696677777777275,0.9947546836697777,0.009574933760388649,1.0097141701999208,-0.026744933333333398,0.4687984958025463,-0.022134857121078877,0.9778633780444832,-0.0053483388888888594,0.9947546836697775
