dataRate,distance,efficiency_ci95,efficiency_count,efficiency_mean,efficiency_std,efficiency_var,jainFairness_ci95,jainFairness_count,jainFairness_mean,jainFairness_std,jainFairness_var,lossRate_ci95,lossRate_count,lossRate_mean,lossRate_std,lossRate_var,lostPackets_ci95,lostPackets_count,lostPackets_mean,lostPackets_std,lostPackets_var,meanDelay_ci95,meanDelay_count,meanDelay_mean,meanDelay_std,meanDelay_var,nStations,offeredLoadMbps_ci95,offeredLoadMbps_count,offeredLoadMbps_mean,offeredLoadMbps_std,offeredLoadMbps_var,pdr_ci95,pdr_count,pdr_mean,pdr_std,pdr_var,propagationModel,rxPackets_ci95,rxPackets_count,rxPackets_mean,rxPackets_std,rxPackets_var,throughputMbps_ci95,throughputMbps_count,throughputMbps_mean,throughputMbps_std,throughputMbps_var,throughputPerNodeMbps_ci95,throughputPerNodeMbps_count,throughputPerNodeMbps_mean,throughputPerNodeMbps_std,throughputPerNodeMbps_var,trafficType,txPackets_ci95,txPackets_count,txPackets_mean,txPackets_std,txPackets_var,wifiStandard
2mbps,10.0,0.0119124358142207,3,0.5493660866666666,0.0047950137281277,2.299215665293321e-05,0.0132360214267244,3,0.6838171906703984,0.0053277856381959,2.838529980656654e-05,0.0087904859304439,3,0.4892,0.0035383612025908,1.2519999999999945e-05,849.3542627769878,3,47614.333333333336,341.88350842550545,116884.33333333266,0.010044043985152,3,0.1185566666666666,0.0040429455021473,1.6345408333333343e-05,50.0,0.0,3,100.0,0.0,0.0,0.0087904859304438,3,0.5108,0.0035383612025907,1.2519999999999751e-05,friis,849.3542627769878,3,49717.66666666666,341.88350842550545,116884.33333333266,1.191243581422072,3,54.936608666666665,0.4795013728127681,0.2299215665293292,0.0238248716284415,3,1.0987321733333333,0.0095900274562554,9.196862661173284e-05,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,10.0,0.0384253945388773,3,0.35748087,0.0154670545299129,0.0002392297758312,0.0713132520984167,3,0.4069376892856011,0.0287051303479957,0.0008239845082954,0.0252332622795346,3,0.6642333333333333,0.0101569352332942,0.0001031633333333,2456.1365857623705,3,64654.333333333336,988.6482353867484,977425.3333333316,0.0634587128043669,3,0.152508,0.0255435079619068,0.0006524707989999,50.0,0.0,3,100.0,0.0,0.0,0.0252332622795344,3,0.3357666666666667,0.0101569352332941,0.0001031633333333,friis-nakagami,2456.1365857623737,3,32677.666666666668,988.64823538675,977425.3333333344,3.8425394538877327,3,35.748087,1.5467054529912898,2.3922977583129907,0.0768507890777547,3,0.71496174,0.0309341090598258,0.0009569191033251,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,10.0,1.4787948842528705e-05,3,0.1233378099999999,5.952470075526164e-06,3.543190000003445e-11,6.025564727518024e-09,3,0.1199999985810857,2.425420463015602e-09,5.882664422414817e-18,0.0,3,0.8797,0.0,0.0,1.4343333333385515,3,85620.33333333333,0.5773502691917262,0.3333333333357586,1.4343333333333355e-06,3,2.4333333333333333e-05,5.773502691896266e-07,3.333333333333343e-13,50.0,0.0,3,100.0,0.0,0.0,0.0,3,0.1203,0.0,0.0,logdistance,1.4343333333326809,3,11711.666666666666,0.5773502691893632,0.3333333333330301,0.0014787948842536,3,12.333781,0.0005952470075529,3.543190000006982e-07,2.957589768505741e-05,3,0.2466756199999999,1.1904940151052329e-05,1.417276000001378e-10,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,20.0,0.00071286635481,3,0.3894625,0.0002869441658232,8.23369542999981e-08,1.590471176935725e-05,3,0.3799937121655048,6.401991369803731e-06,4.098549349904145e-11,0.0013682667945656,3,0.6212333333333334,0.0005507570547285,3.033333333333017e-07,142.9376317680004,3,60466.333333333336,57.53549628997162,3310.3333333333376,0.0006999590754642,3,0.0072906666666666,0.0002817487060011,7.938233333333345e-08,50.0,0.0,3,100.0,0.0,0.0,0.0013682667945657,3,0.3787666666666667,0.0005507570547286,3.033333333333734e-07,friis,142.9376317680004,3,36865.66666666666,57.53549628997162,3310.3333333333376,0.0712866354809997,3,38.94625,0.0286944165823224,0.0008233695429998,0.00142573270962,3,0.7789250000000001,0.0005738883316464,3.293478171999924e-07,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,20.0,0.025013146291113,3,0.2645233933333333,0.0100683337748921,0.0001013713450026,0.0214522469360846,3,0.2847053208899521,0.0086349945688618,7.45631312042732e-05,0.020018587016154,3,0.7574,0.0080579153631693,6.492999999999991e-05,1952.8246851390568,3,73721.66666666667,786.0542814165794,617881.3333333351,0.0702127841174571,3,0.103268,0.028262168122775,0.000798750147,50.0,0.0,3,100.0,0.0,0.0,0.020018587016154,3,0.2426,0.0080579153631693,6.492999999999987e-05,friis-nakagami,1952.8246851390545,3,23610.33333333333,786.0542814165785,617881.3333333337,2.501314629111303,3,26.45233933333333,1.006833377489212,1.0137134500263338,0.050026292582226,3,0.5290467866666667,0.0201366675497842,0.0004054853800105,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,20.0,2.484338208092724e-08,3,0.06167137,9.99999999907325e-09,9.9999999981465e-17,2.293736947750268e-13,3,0.0599999999993794,9.232788595634263e-14,8.52443852516741e-27,0.0,3,0.9398,0.0,0.0,0.0,3,91475.0,0.0,0.0,0.0,3,7e-06,0.0,0.0,50.0,0.0,3,100.0,0.0,0.0,0.0,3,0.0602,0.0,0.0,logdistance,0.0,3,5857.0,0.0,0.0,2.4843382078427646e-06,3,6.167137,9.99999999806711e-07,9.999999996134219e-13,4.968676416185448e-08,3,0.12334274,1.99999999981465e-08,3.9999999992586e-16,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,30.0,0.0001829240289165,3,0.2670142299999999,7.363088821954948e-05,5.4215076999997915e-09,3.465731098914784e-07,3,0.2599997877767041,1.3950319192869916e-07,1.946114055829548e-14,0.0001434333333333,3,0.7396333333333334,5.773502691895622e-05,3.3333333333325993e-09,17.39036745826072,3,71989.0,7.0,49.0,2.8686666666666803e-06,3,9.533333333333334e-05,1.154700538379257e-06,1.3333333333333459e-12,50.0,0.0,3,100.0,0.0,0.0,0.0001434333333334,3,0.2603666666666667,5.773502691899628e-05,3.333333333337225e-09,friis,17.39036745826072,3,25343.0,7.0,49.0,0.0182924028916575,3,26.701423,0.0073630888219546,5.4215076999992965e-05,0.0003658480578331,3,0.5340284599999999,0.000147261776439,2.1686030799999166e-08,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,30.0,0.0331686154195921,3,0.2131313866666666,0.0133510869447934,0.0001782515226074,0.0475175821240886,3,0.2210762401056771,0.0191268571907386,0.0003658366659949,0.0264022548773353,3,0.8006666666666667,0.0106274801027023,0.0001129433333333,2569.0823974855493,3,77927.66666666667,1034.111373756875,1069386.3333333312,0.0458662523534812,3,0.0305486666666666,0.018462161150129,0.0003408513943333,50.0,0.0,3,100.0,0.0,0.0,0.0264022548773353,3,0.1993333333333333,0.0106274801027023,0.0001129433333333,friis-nakagami,2569.082397485552,3,19404.33333333333,1034.1113737568758,1069386.3333333328,3.3168615419592182,3,21.313138666666664,1.3351086944793435,1.7825152260743369,0.0663372308391843,3,0.4262627733333333,0.0267021738895868,0.0007130060904297,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,30.0,2.4843382083082056e-08,3,0.04111426,9.999999999940612e-09,9.999999999881223e-17,0.0,3,0.0399999999996,0.0,0.0,0.0,3,0.9599,0.0,0.0,0.0,3,93427.0,0.0,0.0,0.0,3,4e-06,0.0,0.0,50.0,0.0,3,100.0,0.0,0.0,0.0,3,0.0401,0.0,0.0,logdistance,0.0,3,3905.0,0.0,0.0,2.484338209221849e-06,3,4.111426,1.0000000003618226e-06,1.000000000723645e-12,4.968676416616411e-08,3,0.08222852,1.9999999999881224e-08,3.99999999995249e-16,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,40.0,7.881308752732026e-05,3,0.20550358,3.172397673685607e-05,1.006410700000585e-09,4.352126117759472e-08,3,0.1999999705300488,1.7518251352328366e-08,3.068891304433545e-16,0.0001434333333333,3,0.7995666666666666,5.7735026918956215e-05,3.333333333332599e-09,7.45301462496888,3,77823.0,3.0,9.0,1.4343333333333296e-06,3,5.766666666666667e-05,5.773502691896242e-07,3.3333333333333153e-13,50.0,0.0,3,100.0,0.0,0.0,0.0001434333333333,3,0.2004333333333333,5.773502691897224e-05,3.333333333334449e-09,friis,7.45301462496888,3,19509.0,3.0,9.0,0.0078813087527323,3,20.550358,0.0031723976736857,1.0064107000006571e-05,0.0001576261750546,3,0.41100716,6.344795347371214e-05,4.02564280000234e-09,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,40.0,0.003557032159015,3,0.17984031,0.0014317825757774,2.0500013442999865e-06,0.009695281724167,3,0.1876728054478799,0.0039025611294332,1.5229983368963508e-05,0.0166209467323614,3,0.8353999999999999,0.006690291473471,4.475999999999948e-05,1618.9525627105718,3,81312.33333333333,651.6635123538343,424665.3333333361,0.0412834421930839,3,0.0387906666666666,0.016617480685511,0.0002761406643333,50.0,0.0,3,100.0,0.0,0.0,0.0166209467323615,3,0.1646,0.006690291473471,4.475999999999997e-05,friis-nakagami,1618.952562710566,3,16019.666666666666,651.6635123538321,424665.333333333,0.3557032159015005,3,17.984031,0.1431782575777459,0.0205000134429993,0.00711406431803,3,0.35968062,0.0028635651515549,8.200005377199946e-06,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,40.0,2.868666666898448e-08,3,0.0411142166666666,1.1547005384725484e-08,1.333333333548793e-16,1.1879900232477368e-13,3,0.0399999999992885,4.7819174509644713e-14,2.2866734507838542e-27,0.0,3,0.9599,0.0,0.0,0.0,3,93427.0,0.0,0.0,0.0,3,5e-06,0.0,0.0,50.0,0.0,3,100.0,0.0,0.0,0.0,3,0.0401,0.0,0.0,logdistance,0.0,3,3905.0,0.0,0.0,2.868666667067644e-06,3,4.111421666666667,1.1547005385406533e-06,1.3333333337060746e-12,5.737333333796896e-08,3,0.0822284333333333,2.3094010769450968e-08,5.333333334195172e-16,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,50.0,3.02214441781358e-05,3,0.1644368866666666,1.2164786612744096e-05,1.47982033333598e-10,7.640668031329795e-09,3,0.1599999938455613,3.0755345651941604e-09,9.458912861704036e-18,0.0,3,0.8396,0.0,0.0,2.868666666661449,3,81719.66666666667,1.1547005383771511,1.3333333333284827,0.0,3,3.8e-05,0.0,0.0,50.0,0.0,3,100.0,0.0,0.0,0.0,3,0.1604,0.0,0.0,friis,2.868666666667319,3,15612.333333333334,1.154700538379514,1.3333333333339397,0.0030221444178154,3,16.44368866666667,0.0012164786612751,1.479820333337811e-06,6.04428883562716e-05,3,0.3288737733333333,2.4329573225488195e-05,5.91928133334392e-10,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,50.0,0.0193950909551524,3,0.1448094833333333,0.0078069446785367,6.094838521373323e-05,0.010094393909969,3,0.1512605338556934,0.0040632124386893,1.6509695321919908e-05,0.0151368044783053,3,0.8622666666666667,0.0060928920336186,3.7123333333333256e-05,1471.5085645151146,3,83928.0,592.3141058593827,350836.0,0.0109417644279358,3,0.019318,0.0044042974468126,1.9397836e-05,50.0,0.0,3,100.0,0.0,0.0,0.0151368044783053,3,0.1377333333333333,0.0060928920336186,3.712333333333354e-05,friis-nakagami,1471.5085645151146,3,13404.0,592.3141058593827,350836.0,1.9395090955152472,3,14.480948333333332,0.7806944678536757,0.6094838521373338,0.0387901819103048,3,0.2896189666666667,0.0156138893570734,0.0002437935408549,udp,0.0,3,97332.0,0.0,0.0,80211ax
2mbps,50.0,2.4843382083082056e-08,3,0.0411141,9.999999999940612e-09,9.999999999881223e-17,1.9344788558778705e-13,3,0.0399999999980548,7.786696873223757e-14,6.0632648195472645e-27,0.0,3,0.9599,0.0,0.0,0.0,3,93427.0,0.0,0.0,0.0,3,6e-06,0.0,0.0,50.0,0.0,3,100.0,0.0,0.0,0.0,3,0.0401,0.0,0.0,logdistance,0.0,3,3905.0,0.0,0.0,2.484338208118582e-06,3,4.11141,9.999999999177334e-07,9.999999998354668e-13,4.968676416616411e-08,3,0.0822282,1.9999999999881224e-08,3.99999999995249e-16,udp,0.0,3,97332.0,0.0,0.0,80211ax
1mbps,5.0,1.9506933333297105e-05,3,1.0283638666666668,7.851963660964328e-06,6.165333333310432e-11,1.0034655360026863e-09,3,0.9999999997667988,4.039166376948615e-10,1.6314865020672198e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7.453014624968858e-06,3,0.000233,2.999999999999992e-06,8.99999999999995e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis,0.0,3,4880.0,0.0,0.0,9.753466666628648e-05,3,5.141819333333333,3.925981830474152e-05,1.5413333333213171e-09,1.9506933333297105e-05,3,1.0283638666666668,7.851963660964328e-06,6.165333333310432e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,5.0,0.0,3,1.0283684,0.0,0.0,0.0,3,1.0000000000000002,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,8.957408795702792e-06,3,0.0002279999999999,3.605551275463998e-06,1.3000000000000063e-11,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis-nakagami,0.0,3,4880.0,0.0,0.0,0.0,3,5.141842,0.0,0.0,0.0,3,1.0283684,0.0,0.0,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,5.0,1.9506933333297105e-05,3,1.0283638666666668,7.851963660964328e-06,6.165333333310432e-11,1.0034655360026863e-09,3,0.9999999997667988,4.039166376948615e-10,1.6314865020672198e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7.453014624968858e-06,3,0.000233,2.999999999999992e-06,8.99999999999995e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,logdistance,0.0,3,4880.0,0.0,0.0,9.753466666628648e-05,3,5.141819333333333,3.925981830474152e-05,1.5413333333213171e-09,1.9506933333297105e-05,3,1.0283638666666668,7.851963660964328e-06,6.165333333310432e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,10.0,1.9506933333297105e-05,3,1.0283638666666668,7.851963660964328e-06,6.165333333310432e-11,1.0034655360026863e-09,3,0.9999999997667988,4.039166376948615e-10,1.6314865020672198e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7.453014624968858e-06,3,0.000233,2.999999999999992e-06,8.99999999999995e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis,0.0,3,4880.0,0.0,0.0,9.753466666628648e-05,3,5.141819333333333,3.925981830474152e-05,1.5413333333213171e-09,1.9506933333297105e-05,3,1.0283638666666668,7.851963660964328e-06,6.165333333310432e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,10.0,0.0,3,1.0283684,0.0,0.0,0.0,3,1.0000000000000002,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,8.724709055957732e-06,3,0.0002296666666666,3.5118845842842403e-06,1.2333333333333289e-11,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis-nakagami,0.0,3,4880.0,0.0,0.0,0.0,3,5.141842,0.0,0.0,0.0,3,1.0283684,0.0,0.0,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,10.0,2.4383666666611435e-05,3,1.028360733333333,9.814954576201404e-06,9.63333333328969e-11,1.4401091952276347e-09,3,0.9999999996501948,5.796751788476388e-10,3.360233129720422e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,6.252114051351831e-06,3,0.0002493333333333,2.51661147842358e-06,6.333333333333316e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,logdistance,0.0,3,4880.0,0.0,0.0,0.0001219183333339,3,5.141803666666667,4.907477288137559e-05,2.408333333358597e-09,2.4383666666611435e-05,3,1.028360733333333,9.814954576201404e-06,9.63333333328969e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,20.0,2.29493333333961e-05,3,1.0283630666666663,9.237604307059276e-06,8.533333333380009e-11,1.3888858014834043e-09,3,0.9999999996772287,5.590566521218401e-10,3.1254434028168014e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,6.252114051351822e-06,3,0.0002326666666666,2.5166114784235763e-06,6.333333333333298e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis,0.0,3,4880.0,0.0,0.0,0.0001147466666661,3,5.141815333333333,4.6188021534959856e-05,2.1333333333139153e-09,2.29493333333961e-05,3,1.0283630666666663,9.237604307059276e-06,8.533333333380009e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,20.0,0.0006054321509713,3,1.0282278,0.000243699569142,5.93894800000102e-08,3.622554727126784e-07,3,0.9999999158132006,1.4581568302538693e-07,2.126221341616012e-14,0.0004968676416645,3,0.0001999999999999,0.0001999999999999,3.999999999999119e-08,2.48433820832296,3,1.0,1.0,1.0,7.20172467684728e-05,3,0.0002756666666666,2.898850346832917e-05,8.403333333333324e-10,5.0,0.0,3,5.0,0.0,0.0,0.0004968676416645,3,0.9998,0.0001999999999999,3.999999999999119e-08,friis-nakagami,2.48433820832296,3,4879.0,1.0,1.0,0.0030271607548555,3,5.141139,0.0012184978457095,1.484736999998928e-06,0.0006054321509713,3,1.0282278,0.000243699569142,5.93894800000102e-08,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,20.0,0.0,3,0.617019,0.0,0.0,0.0,3,0.599999999987392,0.0,0.0,0.0,3,0.4000000000000001,0.0,0.0,0.0,3,1952.0,0.0,0.0,1.138466789151094e-05,3,0.0001539999999999,4.582575694955842e-06,2.1000000000000015e-11,5.0,0.0,3,5.0,0.0,0.0,0.0,3,0.6,0.0,0.0,logdistance,0.0,3,2928.0,0.0,0.0,0.0,3,3.0850950000000004,0.0,0.0,0.0,3,0.617019,0.0,0.0,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,30.0,2.29493333333961e-05,3,1.0283630666666663,9.237604307059276e-06,8.533333333380009e-11,1.3888858014834043e-09,3,0.9999999996772287,5.590566521218401e-10,3.1254434028168014e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,6.252114051351822e-06,3,0.0002326666666666,2.5166114784235763e-06,6.333333333333298e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis,0.0,3,4880.0,0.0,0.0,0.0001147466666661,3,5.141815333333333,4.6188021534959856e-05,2.1333333333139153e-09,2.29493333333961e-05,3,1.0283630666666663,9.237604307059276e-06,8.533333333380009e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,30.0,0.0005117074176071,3,1.0281409333333331,0.0002059733316071,4.242501333334225e-08,3.147538558786261e-07,3,0.9999998633311336,1.266952522100842e-07,1.6051686932576848e-14,0.0007589778594341,3,0.0002666666666666,0.0003055050463304,9.333333333334981e-08,3.794889297170312,3,1.3333333333333333,1.5275252316519468,2.333333333333333,0.0004149985165725,3,0.0006016666666666,0.0001670459018753,2.7904333333333332e-08,5.0,0.0,3,5.0,0.0,0.0,0.0007589778594341,3,0.9997333333333334,0.0003055050463304,9.333333333336273e-08,friis-nakagami,3.7948892971702497,3,4878.666666666667,1.527525231651922,2.333333333333257,0.0025585370880353,3,5.140704666666667,0.0010298666580354,1.0606253333331e-06,0.0005117074176071,3,1.0281409333333331,0.0002059733316071,4.242501333334225e-08,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,30.0,0.0,3,0.4113474000000001,0.0,0.0,0.0,3,0.3999999999999999,0.0,0.0,0.0,3,0.6,0.0,0.0,0.0,3,2928.0,0.0,0.0,9.405552656690513e-06,3,9.366666666666666e-05,3.785938897200186e-06,1.433333333333336e-11,5.0,0.0,3,5.0,0.0,0.0,0.0,3,0.4000000000000001,0.0,0.0,logdistance,0.0,3,1952.0,0.0,0.0,0.0,3,2.056737,0.0,0.0,0.0,3,0.4113474000000001,0.0,0.0,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,40.0,2.29493333333961e-05,3,1.0283630666666663,9.237604307059276e-06,8.533333333380009e-11,1.3888858014834043e-09,3,0.9999999996772287,5.590566521218401e-10,3.1254434028168014e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,6.252114051351822e-06,3,0.0002336666666666,2.5166114784235763e-06,6.333333333333298e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis,0.0,3,4880.0,0.0,0.0,0.0001147466666661,3,5.141815333333333,4.6188021534959856e-05,2.1333333333139153e-09,2.29493333333961e-05,3,1.0283630666666663,9.237604307059276e-06,8.533333333380009e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,40.0,0.0111855594058145,3,1.0209308666666663,0.0045024302119337,2.027187781333339e-05,0.0003221030977292,3,0.9999169838260604,0.0001296534814181,1.6810025243853762e-08,0.0145632518873514,3,0.0082666666666666,0.0058620246786697,3.436333333333368e-05,70.67640204324056,3,40.333333333333336,28.448784391135824,809.3333333333334,0.0050183836786105,3,0.0091616666666666,0.0020200082508082,4.0804333333333325e-06,5.0,0.0,3,5.0,0.0,0.0,0.0145632518873515,3,0.9917333333333334,0.0058620246786698,3.43633333333339e-05,friis-nakagami,70.67640204324043,3,4839.666666666667,28.44878439113577,809.3333333333303,0.0559277970290728,3,5.104654333333333,0.0225121510596685,0.0005067969453333,0.0111855594058145,3,1.0209308666666663,0.0045024302119337,2.027187781333339e-05,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,40.0,0.0,3,0.4113453999999999,0.0,0.0,0.0,3,0.3999999999905441,0.0,0.0,0.0,3,0.6,0.0,0.0,0.0,3,2928.0,0.0,0.0,1.0343124758881009e-05,3,0.0001083333333333,4.163331998932256e-06,1.7333333333333257e-11,5.0,0.0,3,5.0,0.0,0.0,0.0,3,0.4000000000000001,0.0,0.0,logdistance,0.0,3,1952.0,0.0,0.0,0.0,3,2.056727,0.0,0.0,0.0,3,0.4113453999999999,0.0,0.0,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,50.0,1.9506933333297105e-05,3,1.0283618666666663,7.851963660964328e-06,6.165333333310432e-11,9.014724716011091e-10,3,0.9999999997753716,3.628622176244045e-10,1.3166898897930073e-19,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,6.252114051351808e-06,3,0.0002486666666666,2.5166114784235708e-06,6.333333333333271e-12,5.0,0.0,3,5.0,0.0,0.0,0.0,3,1.0,0.0,0.0,friis,0.0,3,4880.0,0.0,0.0,9.753466666628648e-05,3,5.141809333333334,3.925981830474152e-05,1.5413333333213171e-09,1.9506933333297105e-05,3,1.0283618666666663,7.851963660964328e-06,6.165333333310432e-11,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,50.0,0.0388258795200486,3,0.9077636666666667,0.0156282584190732,0.0002442424612133,0.0104693922051519,3,0.960900659149528,0.0042141573840782,1.7759122457781444e-05,0.038197726664307,3,0.1181333333333333,0.0153754132735784,0.0002364033333333,186.51297672488576,3,576.6666666666666,75.07551753623369,5636.333333333333,0.0376152844128372,3,0.116286,0.0151409676375058,0.000229248901,5.0,0.0,3,5.0,0.0,0.0,0.038197726664307,3,0.8818666666666667,0.0153754132735784,0.0002364033333333,friis-nakagami,186.51297672488585,3,4303.333333333333,75.07551753623372,5636.333333333338,0.1941293976002427,3,4.538818333333333,0.078141292095366,0.0061060615303333,0.0388258795200486,3,0.9077636666666667,0.0156282584190732,0.0002442424612133,udp,0.0,3,4880.0,0.0,0.0,80211g
1mbps,50.0,0.0,3,0.4113422,0.0,0.0,0.0,3,0.3999999999408992,0.0,0.0,0.0,3,0.6,0.0,0.0,0.0,3,2928.0,0.0,0.0,1.0343124758881036e-05,3,0.0001323333333333,4.163331998932268e-06,1.7333333333333348e-11,5.0,0.0,3,5.0,0.0,0.0,0.0,3,0.4000000000000001,0.0,0.0,logdistance,0.0,3,1952.0,0.0,0.0,0.0,3,2.056711,0.0,0.0,0.0,3,0.4113422,0.0,0.0,udp,0.0,3,4880.0,0.0,0.0,80211g
2mbps,5.0,0.0003052903530985,3,1.0275401333333332,0.0001228859871316,1.5100965833309514e-08,1.0725788724758165e-07,3,0.999999755268966,4.317362543000357e-08,1.8639619327702508e-15,0.0002868666666666,3,0.0003666666666666,0.0001154700538379,1.3333333333330395e-08,5.737333333333333,3,6.333333333333333,2.309401076758503,5.333333333333333,3.867384005730201e-05,3,0.0004506666666666,1.5567059238447486e-05,2.4233333333333327e-10,10.0,0.0,3,20.0,0.0,0.0,0.0002868666666666,3,0.9996333333333332,0.0001154700538379,1.3333333333330395e-08,friis,5.737333333332681,3,19508.666666666668,2.3094010767582405,5.333333333332121,0.006105807061974,3,20.550802666666662,0.0024577197426334,6.040386333330384e-06,0.000610580706197,3,2.0550802666666663,0.0002457719742632,6.040386333323807e-08,udp,0.0,3,19515.0,0.0,0.0,80211g
2mbps,5.0,0.0003260059107939,3,1.027434483333333,0.0001312244483065,1.721985583334554e-08,3.14275478790194e-07,3,0.9999997566134738,1.265026950587151e-07,1.6002931857118257e-14,0.0003794889297171,3,0.0004333333333333,0.0001527525231652,2.3333333333346698e-08,6.25211405135184,3,8.333333333333334,2.516611478423584,6.333333333333334,2.0686249517762027e-05,3,0.0004416666666666,8.326663997864517e-06,6.933333333333311e-11,10.0,0.0,3,20.0,0.0,0.0,0.000379488929717,3,0.9995666666666666,0.0001527525231652,2.3333333333341146e-08,friis-nakagami,6.252114051351691,3,19506.666666666668,2.516611478423523,6.33333333333303,0.0065201182158762,3,20.548689666666665,0.0026244889661289,6.887942333332851e-06,0.0006520118215878,3,2.054868966666666,0.000262448896613,6.887942333338218e-08,udp,0.0,3,19515.0,0.0,0.0,80211g
2mbps,5.0,0.0005980477429718,3,1.0274063,0.0002407271847964,5.794957750003361e-08,9.9054006367459e-07,3,0.9999995773786432,3.987138548029051e-07,1.589727380117921e-13,0.0005737333333334,3,0.0004333333333333,0.0002309401076758,5.33333333333512e-08,11.474666666666666,3,8.666666666666666,4.618802153517006,21.33333333333333,2.7997069745481163e-05,3,0.000519,1.1269427669584667e-05,1.270000000000005e-10,10.0,0.0,3,20.0,0.0,0.0,0.0005737333333333,3,0.9995666666666666,0.0002309401076758,5.3333333333332686e-08,logdistance,11.47466666666732,3,19506.33333333333,4.618802153517269,21.33333333333576,0.0119609548594404,3,20.548126,0.0048145436959304,2.317983100002351e-05,0.0011960954859437,3,2.0548126,0.0004814543695929,2.3179831000013442e-07,udp,0.0,3,19515.0,0.0,0.0,80211g
2mbps,10.0,0.0003468234905876,3,1.02756035,0.0001396039755882,1.9489270000036995e-08,3.596666898254252e-07,3,0.9999997536604064,1.4477364177730715e-07,2.0959407353464044e-14,0.0002868666666666,3,0.0003333333333332,0.0001154700538379,1.3333333333330395e-08,6.572941071798327,3,6.0,2.6457513110645907,7.0,6.572941071798354e-06,3,0.000445,2.6457513110646013e-06,7.000000000000056e-12,10.0,0.0,3,20.0,0.0,0.0,0.0002868666666666,3,0.9996666666666668,0.0001154700538379,1.3333333333330395e-08,friis,6.572941071798327,3,19509.0,2.6457513110645907,7.0,0.0069364698117455,3,20.551207,0.0027920795117618,7.79570800000003e-06,0.0006936469811752,3,2.0551207,0.0002792079511764,7.795708000014799e-08,udp,0.0,3,19515.0,0.0,0.0,80211g
