level,seed,wifiStandard,nStations,distance,simulationTime,packetSize,interval,maxPackets,propagationModel,dataRate,payloadSize,offeredLoadMbps,flowId,source,destination,txPackets,rxPackets,lostPackets,pdr,throughputMbps,meanDelay,source_file,dataRateMbps,jainFairness,throughputPerNodeMbps,lossRate,efficiency
aggregate,2,80211ax,50,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,25348,71984,0.2604,26.706776,9.4e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_30m_seed2.csv,2.0,0.25999989223207065,0.53413552,0.7396,0.26706776
aggregate,3,80211ax,50,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,25335,71997,0.2603,26.693026,9.6e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_30m_seed3.csv,2.0,0.25999962935133797,0.53386052,0.7397,0.26693026
aggregate,1,80211ax,50,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,19509,77823,0.2004,20.550416,5.7e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_40m_seed1.csv,2.0,0.19999996748838514,0.41100832,0.7996,0.20550416
aggregate,2,80211ax,50,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,19512,77820,0.2005,20.553501,5.8e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_40m_seed2.csv,2.0,0.19999998936995517,0.41107002000000004,0.7995,0.20553501000000002
aggregate,3,80211ax,50,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,19506,77826,0.2004,20.547157,5.8e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_40m_seed3.csv,2.0,0.19999995473180615,0.41094314,0.7996,0.20547157
aggregate,1,80211ax,50,50.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,15613,81719,0.1604,16.444389,3.8e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_50m_seed1.csv,2.0,0.1599999956075808,0.32888778,0.8396,0.16444389
aggregate,2,80211ax,50,50.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,15613,81719,0.1604,16.444393,3.8e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_50m_seed2.csv,2.0,0.15999999563482842,0.32888786000000003,0.8396,0.16444393000000002
aggregate,3,80211ax,50,50.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,15611,81721,0.1604,16.442284,3.8e-05,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_50m_seed3.csv,2.0,0.15999999029427472,0.32884568000000003,0.8396,0.16442284000000001
aggregate,1,80211ax,50,5.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,59783,37549,0.6142,66.50857,0.161839,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_5m_seed1.csv,2.0,0.8578613323339688,1.3301714000000002,0.38580000000000003,0.6650857000000001
aggregate,2,80211ax,50,5.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,57493,39839,0.5907,64.90661,0.200149,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_5m_seed2.csv,2.0,0.8991428793625625,1.2981322,0.4093,0.6490661
aggregate,3,80211ax,50,5.0,10.0,1024,0.5,20,friis,2Mbps,1024,100.0,-1,ALL_STA,10.1.1.51,97332,55031,42301,0.5654,61.766482,0.186646,project/results/raw/80211ax/friis/nodes_50/run_80211ax_friis_50nodes_5m_seed3.csv,2.0,0.8600912138427462,1.23532964,0.4346,0.61766482
aggregate,1,80211ax,10,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19500,15,0.9992,20.544176,0.002766,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_10m_seed1.csv,2.0,0.9999996602822838,2.0544176,0.0008000000000000229,1.0272088
aggregate,2,80211ax,10,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19502,13,0.9993,20.542036,0.002867,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_10m_seed2.csv,2.0,0.9999997574936422,2.0542036,0.0007000000000000339,1.0271018
aggregate,3,80211ax,10,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19485,30,0.9985,20.536295,0.002477,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_10m_seed3.csv,2.0,0.9999972019200427,2.0536295,0.0014999999999999458,1.02681475
aggregate,1,80211ax,10,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19445,70,0.9964,20.507808,0.009637,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_20m_seed1.csv,2.0,0.9999933775600475,2.0507808,0.0036000000000000476,1.0253904
aggregate,2,80211ax,10,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19446,69,0.9965,20.531249,0.01027,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_20m_seed2.csv,2.0,0.9999993337761823,2.0531249,0.0034999999999999476,1.02656245
aggregate,3,80211ax,10,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19442,73,0.9963,20.489778,0.010422,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_20m_seed3.csv,2.0,0.9999673771129913,2.0489778000000003,0.0037000000000000366,1.0244889000000001
aggregate,1,80211ax,10,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,18435,1080,0.9447,19.760424,0.037221,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_30m_seed1.csv,2.0,0.993715514231537,1.9760424,0.055300000000000016,0.9880212
aggregate,2,80211ax,10,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,17853,1662,0.9148,19.49988,0.035573,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_30m_seed2.csv,2.0,0.9860664238853776,1.949988,0.08520000000000005,0.974994
aggregate,3,80211ax,10,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,18631,884,0.9547,19.662082,0.037127,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_30m_seed3.csv,2.0,0.9900853040106379,1.9662082,0.04530000000000001,0.9831041
aggregate,1,80211ax,10,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,15754,3761,0.8073,16.733613,0.089739,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_40m_seed1.csv,2.0,0.8707162655458007,1.6733612999999998,0.19269999999999998,0.8366806499999999
aggregate,2,80211ax,10,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,13971,5544,0.7159,16.345075,0.067974,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_40m_seed2.csv,2.0,0.8677795645300309,1.6345075000000002,0.2841,0.8172537500000001
aggregate,3,80211ax,10,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,14507,5008,0.7434,16.743689,0.102976,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_40m_seed3.csv,2.0,0.8664019741951243,1.6743689,0.25660000000000005,0.83718445
aggregate,1,80211ax,10,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,11877,7638,0.6086,13.723502,0.155673,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_50m_seed1.csv,2.0,0.728107583704397,1.3723502,0.39139999999999997,0.6861751
aggregate,2,80211ax,10,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,11045,8470,0.566,11.672995,0.020736,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_50m_seed2.csv,2.0,0.5993548257636813,1.1672995,0.43400000000000005,0.58364975
aggregate,3,80211ax,10,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,14362,5153,0.7359,16.594543,0.159165,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_50m_seed3.csv,2.0,0.8710903123028552,1.6594543000000002,0.2641,0.8297271500000001
aggregate,1,80211ax,10,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19500,15,0.9992,20.548057,0.001258,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_5m_seed1.csv,2.0,0.9999998006006631,2.0548057,0.0008000000000000229,1.02740285
aggregate,2,80211ax,10,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19505,10,0.9995,20.54825,0.001314,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_5m_seed2.csv,2.0,0.9999998981917041,2.054825,0.0004999999999999449,1.0274125
aggregate,3,80211ax,10,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,20.0,-1,ALL_STA,10.1.1.11,19515,19508,7,0.9996,20.550199,0.001218,project/results/raw/80211ax/friis-nakagami/nodes_10/run_80211ax_friis_nakagami_10nodes_5m_seed3.csv,2.0,0.9999998997494177,2.0550199,0.00039999999999995595,1.02750995
aggregate,1,80211ax,20,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,35947,3058,0.9216,38.388144,0.108019,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_10m_seed1.csv,2.0,0.9833213542685537,1.9194071999999998,0.07840000000000003,0.9597035999999999
aggregate,2,80211ax,20,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,35931,3074,0.9212,38.20755,0.106853,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_10m_seed2.csv,2.0,0.9783641327892737,1.9103774999999998,0.07879999999999998,0.9551887499999999
aggregate,3,80211ax,20,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,35973,3032,0.9223,38.247855,0.10206,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_10m_seed3.csv,2.0,0.9861050414457968,1.91239275,0.07769999999999999,0.956196375
aggregate,1,80211ax,20,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,21879,17126,0.5609,24.014869,0.154355,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_20m_seed1.csv,2.0,0.6719625013036494,1.20074345,0.43910000000000005,0.600371725
aggregate,2,80211ax,20,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,25025,13980,0.6416,27.190205,0.206757,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_20m_seed2.csv,2.0,0.7438457382858553,1.35951025,0.35840000000000005,0.679755125
aggregate,3,80211ax,20,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,24611,14394,0.631,26.523514,0.190242,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_20m_seed3.csv,2.0,0.7392028733692129,1.3261756999999998,0.369,0.6630878499999999
aggregate,1,80211ax,20,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,18040,20965,0.4625,19.917921,0.125874,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_30m_seed1.csv,2.0,0.5324770739619544,0.99589605,0.5375,0.497948025
aggregate,2,80211ax,20,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,20629,18376,0.5289,21.845765,0.142,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_30m_seed2.csv,2.0,0.559497179319343,1.09228825,0.47109999999999996,0.546144125
aggregate,3,80211ax,20,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,18268,20737,0.4684,20.330511,0.11028,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_30m_seed3.csv,2.0,0.5315903524697098,1.01652555,0.5316000000000001,0.508262775
aggregate,1,80211ax,20,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,14464,24541,0.3708,15.633618,0.066977,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_40m_seed1.csv,2.0,0.42159391524808787,0.7816809,0.6292,0.39084045
aggregate,2,80211ax,20,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,16150,22855,0.414,18.250173,0.071369,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_40m_seed2.csv,2.0,0.488027592361455,0.91250865,0.5860000000000001,0.456254325
aggregate,3,80211ax,20,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,16794,22211,0.4306,18.544703,0.101998,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_40m_seed3.csv,2.0,0.4909887569803458,0.9272351499999999,0.5694,0.46361757499999995
aggregate,1,80211ax,20,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,13635,25370,0.3496,14.698587,0.071854,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_50m_seed1.csv,2.0,0.39475869288942217,0.73492935,0.6504,0.367464675
aggregate,2,80211ax,20,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,12037,26968,0.3086,12.978688,0.076198,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_50m_seed2.csv,2.0,0.35715446225064307,0.6489344,0.6914,0.3244672
aggregate,3,80211ax,20,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,13583,25422,0.3482,14.374907,0.058445,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_50m_seed3.csv,2.0,0.38576583869007575,0.7187453500000001,0.6517999999999999,0.35937267500000003
aggregate,1,80211ax,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,38584,421,0.9892,40.756097,0.022754,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_5m_seed1.csv,2.0,0.9999304877231989,2.0378048499999997,0.010800000000000032,1.0189024249999998
aggregate,2,80211ax,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,38717,288,0.9926,40.898237,0.023746,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_5m_seed2.csv,2.0,0.9999881072020776,2.04491185,0.007399999999999962,1.022455925
aggregate,3,80211ax,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,-1,ALL_STA,10.1.1.21,39005,38761,244,0.9937,40.944617,0.022604,project/results/raw/80211ax/friis-nakagami/nodes_20/run_80211ax_friis_nakagami_20nodes_5m_seed3.csv,2.0,0.999980469953629,2.04723085,0.006299999999999972,1.023615425
aggregate,1,80211ax,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,35955,22517,0.6149,38.426617,0.232584,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_10m_seed1.csv,2.0,0.7163094072969043,1.2808872333333334,0.3851,0.6404436166666667
aggregate,2,80211ax,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,34143,24329,0.5839,37.587865,0.239967,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_10m_seed2.csv,2.0,0.6963178666832052,1.2529288333333333,0.4161,0.6264644166666666
aggregate,3,80211ax,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,33662,24810,0.5757,37.763563,0.224599,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_10m_seed3.csv,2.0,0.7005612300888491,1.2587854333333333,0.4243,0.6293927166666666
aggregate,1,80211ax,30,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,23928,34544,0.4092,26.821539,0.139225,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_20m_seed1.csv,2.0,0.4992969567920646,0.8940513,0.5908,0.44702565
aggregate,2,80211ax,30,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,23968,34504,0.4099,25.630054,0.111793,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_20m_seed2.csv,2.0,0.46222889615341806,0.8543351333333333,0.5901000000000001,0.42716756666666666
aggregate,3,80211ax,30,20.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,24201,34271,0.4139,26.005076,0.081998,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_20m_seed3.csv,2.0,0.46616435534730977,0.8668358666666667,0.5861000000000001,0.43341793333333334
aggregate,1,80211ax,30,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,18757,39715,0.3208,20.34858,0.061604,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_30m_seed1.csv,2.0,0.36488430070924804,0.678286,0.6792,0.339143
aggregate,2,80211ax,30,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,19178,39294,0.328,20.789952,0.076991,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_30m_seed2.csv,2.0,0.36093358840315093,0.6929984,0.6719999999999999,0.3464992
aggregate,3,80211ax,30,30.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,17903,40569,0.3062,19.491126,0.097761,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_30m_seed3.csv,2.0,0.36913938132098323,0.6497042000000001,0.6938,0.32485210000000003
aggregate,1,80211ax,30,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,16009,42463,0.2738,17.585669,0.041988,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_40m_seed1.csv,2.0,0.30273577861974266,0.5861889666666666,0.7262,0.2930944833333333
aggregate,2,80211ax,30,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,15787,42685,0.27,16.734033,0.046022,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_40m_seed2.csv,2.0,0.28868724032212684,0.5578011,0.73,0.27890055
aggregate,3,80211ax,30,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,16599,41873,0.2839,18.506139,0.028971,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_40m_seed3.csv,2.0,0.31195081430632876,0.6168713,0.7161,0.30843565
aggregate,1,80211ax,30,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,13537,44935,0.2315,14.442354,0.01947,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_50m_seed1.csv,2.0,0.25324612572832506,0.4814118,0.7685,0.2407059
aggregate,2,80211ax,30,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,14691,43781,0.2512,15.938386,0.039801,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_50m_seed2.csv,2.0,0.2801938498872604,0.5312795333333333,0.7488,0.26563976666666667
aggregate,3,80211ax,30,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,13539,44933,0.2315,14.404712,0.026971,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_50m_seed3.csv,2.0,0.25042636609925595,0.4801570666666667,0.7685,0.24007853333333334
aggregate,1,80211ax,30,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,47785,10687,0.8172,51.512862,0.146416,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_5m_seed1.csv,2.0,0.9363641742856305,1.7170954,0.18279999999999996,0.8585477
aggregate,2,80211ax,30,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,48099,10373,0.8226,51.485122,0.148253,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_5m_seed2.csv,2.0,0.9270985471544522,1.7161707333333331,0.1774,0.8580853666666666
aggregate,3,80211ax,30,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,-1,ALL_STA,10.1.1.31,58472,47943,10529,0.8199,51.240876,0.154157,project/results/raw/80211ax/friis-nakagami/nodes_30/run_80211ax_friis_nakagami_30nodes_5m_seed3.csv,2.0,0.9275134284682034,1.7080292,0.18010000000000004,0.8540146
aggregate,1,80211ax,5,10.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4878,2,0.9996,5.141098,0.000709,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_10m_seed1.csv,1.0,0.9999999063201075,1.0282196000000001,0.00039999999999995595,1.0282196000000001
aggregate,2,80211ax,5,10.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4880,0,1.0,5.141903,0.000776,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_10m_seed2.csv,1.0,0.9999999998813882,1.0283806,0.0,1.0283806
aggregate,3,80211ax,5,10.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4880,0,1.0,5.141747,0.000665,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_10m_seed3.csv,1.0,0.9999999949331184,1.0283494,0.0,1.0283494
aggregate,1,80211ax,5,20.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4880,0,1.0,5.141855,0.001507,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_20m_seed1.csv,1.0,0.9999999996785013,1.028371,0.0,1.028371
aggregate,2,80211ax,5,20.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4879,1,0.9998,5.141776,0.001698,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_20m_seed2.csv,1.0,0.9999999962229937,1.0283552,0.00019999999999997797,1.0283552
aggregate,3,80211ax,5,20.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4875,5,0.999,5.141793,0.001417,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_20m_seed3.csv,1.0,0.9999999986570106,1.0283586,0.0010000000000000009,1.0283586
aggregate,1,80211ax,5,30.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4878,2,0.9996,5.140974,0.001838,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_30m_seed1.csv,1.0,0.9999998756204448,1.0281948,0.00039999999999995595,1.0281948
aggregate,2,80211ax,5,30.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4880,0,1.0,5.141633,0.00188,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_30m_seed2.csv,1.0,0.9999999868765747,1.0283266,0.0,1.0283266
aggregate,3,80211ax,5,30.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4878,2,0.9996,5.141609,0.00184,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_30m_seed3.csv,1.0,0.9999999907976818,1.0283218,0.00039999999999995595,1.0283218
aggregate,1,80211ax,5,40.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4877,3,0.9994,5.140039,0.002552,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_40m_seed1.csv,1.0,0.9999998564190826,1.0280078,0.0006000000000000449,1.0280078
aggregate,2,80211ax,5,40.0,10.0,1024,0.5,20,friis-nakagami,1Mbps,1024,5.0,-1,ALL_STA,10.1.1.6,4880,4878,2,0.9996,5.140763,0.002396,project/results/raw/80211ax/friis-nakagami/nodes_5/run_80211ax_friis_nakagami_5nodes_40m_seed2.csv,1.0,0.9999998193951296,1.0281525999999999,0.00039999999999995595,1.0281525999999999
