level,seed,wifiStandard,nStations,distance,simulationTime,packetSize,interval,maxPackets,propagationModel,dataRate,payloadSize,offeredLoadMbps,flowId,source,destination,txPackets,rxPackets,lostPackets,pdr,throughputMbps,meanDelay,source_file,dataRateMbps
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,34,10.1.1.34,10.1.1.51,1945,0,1945,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,35,10.1.1.35,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,36,10.1.1.36,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,37,10.1.1.37,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,38,10.1.1.38,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,39,10.1.1.39,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,40,10.1.1.40,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,41,10.1.1.41,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,42,10.1.1.42,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,43,10.1.1.43,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,44,10.1.1.44,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,45,10.1.1.45,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,46,10.1.1.46,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,47,10.1.1.47,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,48,10.1.1.48,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,49,10.1.1.49,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,3,80211ax,50,40.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,50,10.1.1.50,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_40m_seed3.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,1,10.1.1.1,10.1.1.51,1953,1939,14,0.9928,2.042007,0.000826,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,2,10.1.1.2,10.1.1.51,1952,1939,13,0.9933,2.042026,0.004116,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,3,10.1.1.3,10.1.1.51,1952,1939,13,0.9933,2.042327,0.007802,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,4,10.1.1.4,10.1.1.51,1952,1935,17,0.9913,2.044097,0.011128,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,5,10.1.1.5,10.1.1.51,1952,1605,347,0.8222,1.696349,0.022429,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,6,10.1.1.6,10.1.1.51,1951,1899,52,0.9733,2.019241,0.047153,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,7,10.1.1.7,10.1.1.51,1951,1019,932,0.5223,1.074866,0.246717,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,8,10.1.1.8,10.1.1.51,1951,367,1584,0.1881,0.405678,0.264711,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,9,10.1.1.9,10.1.1.51,1951,98,1853,0.0502,0.213534,0.482531,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,10,10.1.1.10,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,11,10.1.1.11,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,12,10.1.1.12,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,13,10.1.1.13,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,14,10.1.1.14,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,15,10.1.1.15,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,16,10.1.1.16,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,17,10.1.1.17,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,18,10.1.1.18,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,19,10.1.1.19,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,20,10.1.1.20,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,21,10.1.1.21,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,22,10.1.1.22,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,23,10.1.1.23,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,24,10.1.1.24,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,25,10.1.1.25,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,26,10.1.1.26,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,27,10.1.1.27,10.1.1.51,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,28,10.1.1.28,10.1.1.51,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,29,10.1.1.29,10.1.1.51,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,30,10.1.1.30,10.1.1.51,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,31,10.1.1.31,10.1.1.51,1945,0,1945,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,32,10.1.1.32,10.1.1.51,1945,0,1945,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,33,10.1.1.33,10.1.1.51,1945,0,1945,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,34,10.1.1.34,10.1.1.51,1945,0,1945,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,35,10.1.1.35,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,36,10.1.1.36,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,37,10.1.1.37,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,38,10.1.1.38,10.1.1.51,1944,0,1944,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,39,10.1.1.39,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,40,10.1.1.40,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,41,10.1.1.41,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,42,10.1.1.42,10.1.1.51,1943,0,1943,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,43,10.1.1.43,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,44,10.1.1.44,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,45,10.1.1.45,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,46,10.1.1.46,10.1.1.51,1942,0,1942,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,47,10.1.1.47,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,48,10.1.1.48,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,49,10.1.1.49,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,1,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,50,10.1.1.50,10.1.1.51,1941,0,1941,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed1.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,1,10.1.1.1,10.1.1.51,1953,1953,0,1.0,2.055719,0.000688,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,2,10.1.1.2,10.1.1.51,1952,1952,0,1.0,2.055719,0.004014,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,3,10.1.1.3,10.1.1.51,1952,1949,3,0.9985,2.052555,0.006634,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,4,10.1.1.4,10.1.1.51,1952,1948,4,0.998,2.055639,0.011533,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,5,10.1.1.5,10.1.1.51,1952,1940,12,0.9939,2.050702,0.019932,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,6,10.1.1.6,10.1.1.51,1951,1934,17,0.9913,2.044077,0.062083,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,7,10.1.1.7,10.1.1.51,1951,1819,132,0.9323,1.942035,0.167145,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,8,10.1.1.8,10.1.1.51,1951,0,1951,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,9,10.1.1.9,10.1.1.51,1951,99,1852,0.0507,0.645387,0.439685,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,10,10.1.1.10,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,11,10.1.1.11,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,12,10.1.1.12,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,13,10.1.1.13,10.1.1.51,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,14,10.1.1.14,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,15,10.1.1.15,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,16,10.1.1.16,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,17,10.1.1.17,10.1.1.51,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,18,10.1.1.18,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,19,10.1.1.19,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,20,10.1.1.20,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,21,10.1.1.21,10.1.1.51,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,22,10.1.1.22,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,23,10.1.1.23,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,24,10.1.1.24,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,25,10.1.1.25,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
flow,2,80211ax,50,50.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,100.0,26,10.1.1.26,10.1.1.51,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211ax/friis-nakagami/nodes_50/run_80211ax_friis_nakagami_50nodes_50m_seed2.csv,2.0
