level,seed,wifiStandard,nStations,distance,simulationTime,packetSize,interval,maxPackets,propagationModel,dataRate,payloadSize,offeredLoadMbps,flowId,source,destination,txPackets,rxPackets,lostPackets,pdr,throughputMbps,meanDelay,source_file,dataRateMbps
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1409,543,0.7218,1.483899,0.417437,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,1328,623,0.6807,1.425182,0.405826,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,1473,478,0.755,1.551799,0.422011,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,1171,780,0.6002,1.2388,0.424564,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,1172,779,0.6007,1.235491,0.398944,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,1020,930,0.5231,1.081895,0.409053,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,1209,741,0.62,1.295827,0.434679,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,1132,818,0.5805,1.193149,0.409317,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,1360,590,0.6974,1.433936,0.442386,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,20,10.1.1.20,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,21,10.1.1.21,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,22,10.1.1.22,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,23,10.1.1.23,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,24,10.1.1.24,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,25,10.1.1.25,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,26,10.1.1.26,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,27,10.1.1.27,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,28,10.1.1.28,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,29,10.1.1.29,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,1,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,30,10.1.1.30,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed1.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,1,10.1.1.1,10.1.1.31,1953,1952,1,0.9995,2.055572,0.001472,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,2,10.1.1.2,10.1.1.31,1952,1951,1,0.9995,2.054501,0.00712,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,3,10.1.1.3,10.1.1.31,1952,1749,203,0.896,1.841754,0.299011,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,4,10.1.1.4,10.1.1.31,1952,1629,323,0.8345,1.715663,0.338032,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1654,298,0.8473,1.763587,0.332266,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,1908,43,0.978,2.031301,0.223283,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,1271,680,0.6515,1.339686,0.37405,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,1170,781,0.5997,1.256793,0.392572,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,1165,786,0.5971,1.227574,0.416862,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,1121,829,0.5749,1.1892,0.453674,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,1134,816,0.5815,1.195155,0.451503,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,1126,824,0.5774,1.186978,0.420506,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,1236,714,0.6338,1.3029,0.445182,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,20,10.1.1.20,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,21,10.1.1.21,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,22,10.1.1.22,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,23,10.1.1.23,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,24,10.1.1.24,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,25,10.1.1.25,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,26,10.1.1.26,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,27,10.1.1.27,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,28,10.1.1.28,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,29,10.1.1.29,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,2,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,30,10.1.1.30,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed2.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,1,10.1.1.1,10.1.1.31,1953,1952,1,0.9995,2.055386,0.001505,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,2,10.1.1.2,10.1.1.31,1952,1951,1,0.9995,2.054451,0.011568,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,3,10.1.1.3,10.1.1.31,1952,1823,129,0.9339,1.91959,0.323956,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,4,10.1.1.4,10.1.1.31,1952,1874,78,0.96,1.975947,0.21296,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1507,445,0.772,1.59048,0.421104,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,1647,304,0.8442,1.735481,0.379657,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,1212,739,0.6212,1.276942,0.437494,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,1336,615,0.6848,1.409047,0.417602,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,1272,679,0.652,1.341221,0.443999,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,1113,837,0.5708,1.172947,0.453601,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,1257,693,0.6446,1.349815,0.396311,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,1177,773,0.6036,1.256583,0.414018,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,1014,936,0.52,1.068914,0.406671,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,20,10.1.1.20,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,21,10.1.1.21,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,22,10.1.1.22,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,23,10.1.1.23,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,24,10.1.1.24,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,25,10.1.1.25,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,26,10.1.1.26,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,27,10.1.1.27,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,28,10.1.1.28,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,29,10.1.1.29,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,3,80211g,30,30.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,30,10.1.1.30,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_30m_seed3.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,1,10.1.1.1,10.1.1.31,1953,1952,1,0.9995,2.055596,0.000638,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,2,10.1.1.2,10.1.1.31,1952,1952,0,1.0,2.055597,0.00116,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,3,10.1.1.3,10.1.1.31,1952,1952,0,1.0,2.055649,0.000635,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,4,10.1.1.4,10.1.1.31,1952,1952,0,1.0,2.055606,0.000823,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1950,2,0.999,2.053509,0.002077,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,1951,0,1.0,2.055641,0.00118,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,1950,1,0.9995,2.054462,0.00129,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,1951,0,1.0,2.055663,0.000861,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,1949,2,0.999,2.053556,0.001739,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,1947,3,0.9985,2.052256,0.001654,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,0,1950,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
flow,1,80211g,30,40.0,10.0,1024,0.5,20,friis,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis/nodes_30/run_80211g_friis_30nodes_40m_seed1.csv,2.0
