wifiStandard,nStations,distance,propagationModel,dataRate,txPackets_mean,txPackets_std,txPackets_var,txPackets_count,rxPackets_mean,rxPackets_std,rxPackets_var,rxPackets_count,lostPackets_mean,lostPackets_std,lostPackets_var,lostPackets_count,pdr_mean,pdr_std,pdr_var,pdr_count,lossRate_mean,lossRate_std,lossRate_var,lossRate_count,throughputMbps_mean,throughputMbps_std,throughputMbps_var,throughputMbps_count,throughputPerNodeMbps_mean,throughputPerNodeMbps_std,throughputPerNodeMbps_var,throughputPerNodeMbps_count,meanDelay_mean,meanDelay_std,meanDelay_var,meanDelay_count,offeredLoadMbps_mean,offeredLoadMbps_std,offeredLoadMbps_var,offeredLoadMbps_count,efficiency_mean,efficiency_std,efficiency_var,efficiency_count,jainFairness_mean,jainFairness_std,jainFairness_var,jainFairness_count,txPackets_ci95,rxPackets_ci95,lostPackets_ci95,pdr_ci95,lossRate_ci95,throughputMbps_ci95,throughputPerNodeMbps_ci95,meanDelay_ci95,offeredLoadMbps_ci95,efficiency_ci95,jainFairness_ci95
80211ax,10,40.0,friis,2Mbps,19515.0,0.0,0.0,3,19507.333333333332,0.5773502691893632,0.33333333333303017,3,7.666666666666667,0.5773502691896257,0.33333333333333326,3,0.9996,0.0,0.0,3,0.00039999999999995595,0.0,0.0,3,20.548607666666665,0.0006481514740645297,4.201003333320228e-07,3,2.0548607666666663,6.48151474067631e-05,4.201003333360429e-09,3,0.00029466666666666666,1.1547005383792484e-06,1.333333333333326e-12,3,20.0,0.0,0.0,3,1.0274303833333331,3.240757370338155e-05,1.0502508333401073e-09,3,0.9999997832183602,7.105332945434283e-08,5.048575626547382e-15,3,0.0,1.4343333333326809,1.4343333333333332,0.0,0.0,0.0016102274717993592,0.00016102274718070636,2.868666666666659e-06,0.0,8.051137359035318e-05,1.7652050119198305e-07
80211ax,10,40.0,friis-nakagami,2Mbps,19515.0,0.0,0.0,3,14744.0,914.8218405788091,836899.0,3,4771.0,914.8218405788091,836899.0,3,0.7555333333333333,0.04689246563503927,0.002198903333333339,3,0.2444666666666667,0.04689246563503924,0.0021989033333333356,3,16.607459000000002,0.22728705206412336,0.05165940403599953,3,1.6607459,0.022728705206412247,0.0005165940403599912,3,0.08689633333333334,0.01767330094615415,0.00031234556633333326,3,20.0,0.0,0.0,3,0.83037295,0.011364352603206123,0.0001291485100899978,3,0.8682992680903187,0.0022035984905517583,4.855846307561987e-06,3,0.0,2272.726852358271,2272.726852358271,0.11649674405959942,0.11649674405959934,0.5646579076999916,0.05646579076999893,0.043906456807721074,0.0,0.028232895384999464,0.005474483925880533
80211ax,10,40.0,logdistance,2Mbps,19515.0,0.0,0.0,3,3905.0,0.0,0.0,3,15610.0,0.0,0.0,3,0.20010000000000003,0.0,0.0,3,0.7999,0.0,0.0,3,4.111421,1.000000000139778e-06,1.000000000279556e-12,3,0.4111421,1.0000000000287557e-07,1.0000000000575113e-14,3,2.4333333333333333e-05,5.773502691896266e-07,3.333333333333343e-13,3,20.0,0.0,0.0,3,0.20557105,5.000000000143778e-08,2.500000000143778e-15,3,0.1999999999969474,6.352707567208292e-13,4.0356893434465495e-25,3,0.0,0.0,0.0,0.0,0.0,2.4843382086702154e-06,2.484338208394399e-07,1.4343333333333355e-06,0.0,1.2421691041971994e-07,1.5782274135517956e-12
80211ax,10,50.0,friis,2Mbps,19515.0,0.0,0.0,3,15611.666666666666,0.5773502691897571,0.3333333333334849,3,3903.3333333333335,0.5773502691896586,0.33333333333337123,3,0.7999666666666667,5.7735026918956215e-05,3.333333333332599e-09,3,0.20003333333333329,5.7735026918956215e-05,3.333333333332599e-09,3,16.44299666666667,0.0006509626205348736,4.237523333336299e-07,3,1.6442996666666667,6.50962620534937e-05,4.237523333337124e-09,3,0.00019366666666666667,2.516611478423569e-06,6.333333333333262e-12,3,20.0,0.0,0.0,3,0.8221498333333334,3.254813102674685e-05,1.059380833334281e-09,3,0.7999999414341659,3.636071180265941e-08,1.322101362796055e-15,3,0.0,1.4343333333336594,1.434333333333415,0.00014343333333331754,0.00014343333333331754,0.0016172113103848267,0.00016172113103849842,6.252114051351805e-06,0.0,8.086056551924921e-05,9.033230561316637e-08
80211ax,10,50.0,friis-nakagami,2Mbps,19515.0,0.0,0.0,3,12428.0,1725.781851799352,2978323.0,3,7087.0,1725.781851799352,2978323.0,3,0.6368333333333333,0.08839877450130937,0.007814343333333343,3,0.3631666666666667,0.08839877450130934,0.007814343333333338,3,13.997013333333333,2.472147854836425,6.111515016172338,3,1.3997013333333335,0.2472147854836425,0.06111515016172338,3,0.11185800000000001,0.07893327992044927,0.006230462679,3,20.0,0.0,0.0,3,0.6998506666666667,0.12360739274182125,0.015278787540430844,3,0.7328509072569779,0.13592982748430804,0.018476917999913745,3,0.0,4287.425793655481,4287.425793655481,0.21961245306252825,0.2196124530625282,6.141651372393772,0.6141651372393773,0.19609696321462358,0.0,0.30708256861968863,0.3376956640700149
80211ax,10,50.0,logdistance,2Mbps,19515.0,0.0,0.0,3,3905.0,0.0,0.0,3,15610.0,0.0,0.0,3,0.20010000000000003,0.0,0.0,3,0.7999,0.0,0.0,3,4.111408333333333,1.1547005385406533e-06,1.3333333337060746e-12,3,0.41114083333333334,1.1547005386528261e-07,1.3333333339651266e-14,3,2.9333333333333333e-05,5.773502691896266e-07,3.333333333333343e-13,3,20.0,0.0,0.0,3,0.20557041666666667,5.7735026932641305e-08,3.3333333349128165e-15,3,0.1999999999900495,6.206335383118183e-17,3.851859888774472e-33,3,0.0,0.0,0.0,0.0,0.0,2.8686666670676437e-06,2.8686666673463184e-07,1.4343333333333355e-06,0.0,1.4343333336731592e-07,1.5418636125947216e-16
80211ax,20,5.0,friis,2Mbps,39005.0,0.0,0.0,3,38928.333333333336,6.027713773341608,36.33333333333212,3,76.66666666666667,6.027713773341708,36.333333333333336,3,0.9980666666666668,0.00015275252316517785,2.3333333333328192e-08,3,0.0019333333333333425,0.00015275252316517785,2.3333333333328192e-08,3,41.03407033333333,0.004740254247750218,2.2470010333313988e-05,3,2.0517035166666666,0.00023701271238761435,5.6175025833334006e-08,3,0.0010206666666666667,2.8023799409311577e-05,7.853333333333319e-10,3,40.0,0.0,0.0,3,1.0258517583333333,0.00011850635619380718,1.4043756458333501e-08,3,0.9999975755519627,1.4097322290485344e-07,1.9873449576181492e-14,3,0.0,14.974879635947117,14.974879635947367,0.00037948892971698936,0.00037948892971698936,0.011776394744851077,0.0005888197372428108,6.962059561493114e-05,0.0,0.0002944098686214054,3.502251640129568e-07
80211ax,20,5.0,friis-nakagami,2Mbps,39005.0,0.0,0.0,3,38687.333333333336,92.15385685544149,8492.3333333332,3,317.6666666666667,92.15385685544221,8492.333333333334,3,0.9918333333333335,0.0023459184413217563,5.503333333333498e-06,3,0.008166666666666655,0.0023459184413217563,5.503333333333498e-06,3,40.866317,0.0982298956530034,0.009649112399999937,3,2.04331585,0.004911494782650405,2.4122781000002148e-05,3,0.023034666666666665,0.0006205814477837162,3.851213333333332e-07,3,40.0,0.0,0.0,3,1.021657925,0.0024557473913252026,6.030695250000537e-06,3,0.9999663549596352,3.129578051662842e-05,9.79425878144979e-10,3,0.0,228.94134763029803,228.94134763029982,0.005828054817385082,0.005828054817385082,0.24403628297033375,0.012201814148517271,0.001541734202105466,0.0,0.006100907074258636,7.774930329674924e-05
80211ax,20,5.0,logdistance,2Mbps,39005.0,0.0,0.0,3,21456.333333333332,2.516611478423523,6.33333333333303,3,17548.666666666668,2.516611478423523,6.33333333333303,3,0.5501,9.999999999998899e-05,9.999999999997797e-09,3,0.44989999999999997,9.999999999998899e-05,9.999999999997797e-09,3,22.603174,0.0025066437720589543,6.283263000001944e-06,3,1.1301587,0.0001253321886029521,1.5708157500005955e-08,3,0.00015933333333333335,1.5275252316519468e-06,2.3333333333333338e-12,3,40.0,0.0,0.0,3,0.56507935,6.266609430147605e-05,3.927039375001489e-09,3,0.5499998686969289,3.9751344265209834e-08,1.580169370891231e-15,3,0.0,6.252114051351691,6.252114051351691,0.00024843382083226864,0.00024843382083226864,0.006227350897580849,0.0003113675448790533,3.7948892971703115e-06,0.0,0.00015568377243952664,9.875578339026057e-08
80211ax,20,10.0,friis,2Mbps,39005.0,0.0,0.0,3,38892.666666666664,3.214550253663281,10.333333333326664,3,112.33333333333333,3.2145502536643202,10.333333333333346,3,0.9971333333333333,0.00011547005383791244,1.3333333333330397e-08,3,0.002866666666666684,0.00011547005383791244,1.3333333333330397e-08,3,41.022084666666665,0.00794265977700689,6.308584433328314e-05,3,2.051104233333333,0.0003971329888505234,1.5771461083334995e-07,3,0.005327666666666667,0.00021966413756763624,4.825233333333342e-08,3,40.0,0.0,0.0,3,1.0255521166666666,0.0001985664944252617,3.9428652708337486e-08,3,0.9999953425321765,5.25009264057153e-07,2.756347273458334e-13,3,0.0,7.986030017749951,7.986030017752533,0.00028686666666663513,0.00028686666666663513,0.01973225315972814,0.0009866126579868512,0.0005457200099575895,0.0,0.0004933063289934256,1.3043005744207032e-06
80211ax,20,10.0,friis-nakagami,2Mbps,39005.0,0.0,0.0,3,35950.333333333336,21.19748412744522,449.3333333332921,3,3054.6666666666665,21.197484127446135,449.33333333333076,3,0.9217,0.0005567764362830156,3.10000000000015e-07,3,0.0783,0.0005567764362829988,3.0999999999999624e-07,3,38.281183,0.09479775786905405,0.0089866148969998,3,1.91405915,0.0047398878934526035,2.2466537242498557e-05,3,0.105644,0.003158113519175652,9.97368100000002e-06,3,40.0,0.0,0.0,3,0.957029575,0.0023699439467263017,5.616634310624639e-06,3,0.9825968428345414,0.003920982570819406,1.5374104320669554e-05,3,0.0,52.66171973813164,52.66171973813391,0.0013832209741517895,0.0013832209741517477,0.2355096919374395,0.01177548459687173,0.007845822081909357,0.0,0.005887742298435865,0.009741046814855036
80211ax,20,10.0,logdistance,2Mbps,39005.0,0.0,0.0,3,11711.666666666666,0.5773502691893632,0.33333333333303017,3,27293.333333333332,0.5773502691901509,0.33333333333393966,3,0.3002666666666667,5.773502691895622e-05,3.3333333333325993e-09,3,0.6997333333333332,5.773502691895622e-05,3.3333333333325993e-09,3,12.333769666666667,0.0006200325260285057,3.8444033333328953e-07,3,0.6166884833333334,3.100162630133065e-05,9.611008333273567e-10,3,6.1e-05,0.0,0.0,3,40.0,0.0,0.0,3,0.3083442416666667,1.5500813150665326e-05,2.4027520833183916e-10,3,0.29999999595469906,6.935594125630174e-09,4.810246587547577e-17,3,0.0,1.4343333333326809,1.434333333334638,0.00014343333333331757,0.00014343333333331757,0.0015403704948156168,7.701852474054573e-05,0.0,0.0,3.850926237027287e-05,1.723036148372331e-08
80211ax,20,20.0,friis,2Mbps,39005.0,0.0,0.0,3,36902.666666666664,36.555893277737674,1336.3333333333467,3,2102.3333333333335,36.5558932777375,1336.3333333333342,3,0.9461,0.0009165151389911094,8.399999999998926e-07,3,0.05389999999999998,0.0009165151389911274,8.399999999999257e-07,3,38.97822266666666,0.0017806606451917014,3.1707523333345263e-06,3,1.9489111333333333,8.903303225945127e-05,7.92688083331249e-09,3,0.019887,0.0006565089489108293,4.31004000000002e-07,3,40.0,0.0,0.0,3,0.9744555666666667,4.4516516129725634e-05,1.9817202083281224e-09,3,0.949996947311445,5.349413952077882e-07,2.86162296306855e-13,3,0.0,90.81720240926015,90.81720240925972,0.0022769335783020413,0.002276933578302086,0.004423763276906757,0.00022118816384500544,0.0016309902658851194,0.0,0.00011059408192250272,1.3289753473283008e-06
80211ax,20,20.0,friis-nakagami,2Mbps,39005.0,0.0,0.0,3,23838.333333333332,1709.4119846699723,2922089.333333334,3,15166.666666666666,1709.411984669972,2922089.333333333,3,0.6111666666666666,0.043853658152237816,0.0019231433333333342,3,0.38883333333333336,0.043853658152237816,0.0019231433333333342,3,25.909529333333335,1.6743424250732981,2.803422556400333,3,1.2954764666666667,0.08371712125366486,0.007008556391000825,3,0.18378466666666668,0.02679114156457939,0.0007177652663333335,3,40.0,0.0,0.0,3,0.6477382333333334,0.04185856062683243,0.0017521390977502061,3,0.7183370376529058,0.04022856279889855,0.0016183372648649243,3,0.0,4246.757507280794,4246.757507280793,0.10894731852233806,0.10894731852233806,4.159632860425717,0.20798164302128574,0.06655825663347394,0.0,0.10399082151064287,0.09994135562722328
80211ax,20,20.0,logdistance,2Mbps,39005.0,0.0,0.0,3,5857.0,0.0,0.0,3,33148.0,0.0,0.0,3,0.1502,0.0,0.0,3,0.8498,0.0,0.0,3,6.167137,9.99999999806711e-07,9.99999999613422e-13,3,0.30835685,4.999999997368221e-08,2.4999999973682208e-15,3,1.7e-05,0.0,0.0,3,40.0,0.0,0.0,3,0.154178425,2.4999999986841104e-08,6.249999993420552e-16,3,0.1499999999983462,2.5732865430648675e-13,6.621803632718736e-26,3,0.0,0.0,0.0,0.0,0.0,2.4843382078427646e-06,1.2421691035076568e-07,0.0,0.0,6.210845517538284e-08,6.392914079899356e-13
80211ax,20,30.0,friis,2Mbps,39005.0,0.0,0.0,3,25345.666666666668,3.7859388972005026,14.333333333335759,3,13659.333333333334,3.785938897200022,14.33333333333212,3,0.6498,9.999999999998899e-05,9.999999999997797e-09,3,0.3501999999999999,9.999999999998899e-05,9.999999999997797e-09,3,26.704322333333334,0.003972207740455381,1.5778434333333646e-05,3,1.3352161166666667,0.00019861038702262917,3.944608583327854e-08,3,0.00024033333333333337,5.773502691896281e-07,3.33333333333336e-13,3,40.0,0.0,0.0,3,0.6676080583333334,9.930519351131458e-05,9.861521458319635e-09,3,0.6499996946794869,5.7353879111436286e-08,3.2894674491292477e-15,3,0.0,9.405552656691299,9.405552656690105,0.00024843382083226864,0.00024843382083226864,0.009868307461009513,0.0004934153730501282,1.4343333333333393e-06,0.0,0.0002467076865250641,1.4248643327207726e-07
80211ax,20,30.0,friis-nakagami,2Mbps,39005.0,0.0,0.0,3,18979.0,1433.4821240601502,2054871.0,3,20026.0,1433.4821240601502,2054871.0,3,0.4866,0.03675146255593104,0.0013506700000000015,3,0.5134,0.036751462555931064,0.0013506700000000028,3,20.69806566666667,1.015119671184306,1.0304679468253335,3,1.0349032833333334,0.05075598355921524,0.002576169867063328,3,0.12605133333333332,0.015860743530280455,0.00025156318533333326,3,40.0,0.0,0.0,3,0.5174516416666667,0.02537799177960762,0.000644042466765832,3,0.5411882019170023,0.015862236881687454,0.0002516105588907657,3,0.0,3561.2544117505845,3561.2544117505845,0.09130306263945007,0.09130306263945012,2.521900585143411,0.1260950292571704,0.039403451164686916,0.0,0.0630475146285852,0.03940716115464578
80211ax,20,30.0,logdistance,2Mbps,39005.0,0.0,0.0,3,3905.0,0.0,0.0,3,35100.0,0.0,0.0,3,0.10010000000000001,0.0,0.0,3,0.8999,0.0,0.0,3,4.111426,0.0,0.0,3,0.20557129999999998,0.0,0.0,3,1.1000000000000001e-05,0.0,0.0,3,40.0,0.0,0.0,3,0.10278564999999999,0.0,0.0,3,0.09999999999913628,2.356500633606385e-13,5.553095236187293e-26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.854344562005606e-13
80211ax,20,40.0,friis,2Mbps,39005.0,0.0,0.0,3,19508.333333333332,1.1547005383795141,1.3333333333339397,3,19496.666666666668,1.1547005383795141,1.3333333333339397,3,0.5001666666666666,5.7735026918956215e-05,3.333333333332599e-09,3,0.49983333333333335,5.7735026918956215e-05,3.333333333332599e-09,3,20.55003,0.0016324144694293639,2.6647770000023517e-06,3,1.0275014999999998,8.162072347134072e-05,6.66194249998507e-09,3,0.000145,0.0,0.0,3,40.0,0.0,0.0,3,0.5137507499999999,4.081036173567036e-05,1.6654856249962674e-09,3,0.4999999103619151,3.492238183549142e-08,1.2195727530638613e-15,3,0.0,2.868666666667319,2.868666666667319,0.00014343333333331754,0.00014343333333331754,0.0040554696382226205,0.00020277348191081435,0.0,0.0,0.00010138674095540717,8.675900751955503e-08
80211ax,20,40.0,friis-nakagami,2Mbps,39005.0,0.0,0.0,3,15802.666666666666,1203.2062721467728,1447705.333333334,3,23202.333333333332,1203.2062721467723,1447705.3333333326,3,0.40513333333333335,0.03087026616881257,0.0009529733333333338,3,0.5948666666666668,0.030870266168812523,0.000952973333333331,3,17.476164666666666,1.6024732897487965,2.5679206443583302,3,0.8738082333333334,0.08012366448743989,0.006419801610895836,3,0.08011466666666667,0.019078328656707156,0.00036398262433333346,3,40.0,0.0,0.0,3,0.4369041166666667,0.040061832243719946,0.001604950402723959,3,0.4668700881966295,0.03923825941125237,0.001539641001624735,3,0.0,2989.171314388061,2989.17131438806,0.07669218174428069,0.0766921817442806,3.9810856215399246,0.19905428107699638,0.04739702083280043,0.0,0.09952714053849819,0.09748110708346223
80211ax,20,40.0,logdistance,2Mbps,39005.0,0.0,0.0,3,3905.0,0.0,0.0,3,35100.0,0.0,0.0,3,0.10010000000000001,0.0,0.0,3,0.8999,0.0,0.0,3,4.111422666666667,5.773502692703266e-07,3.3333333342651864e-13,3,0.20557113333333335,2.8867513464317565e-08,8.333333336125559e-16,3,1.1666666666666666e-05,5.773502691896262e-07,3.333333333333339e-13,3,40.0,0.0,0.0,3,0.10278556666666668,1.4433756732158783e-08,2.0833333340313899e-16,3,0.09999999999829035,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.4343333335338218e-06,7.171666667868163e-08,1.4343333333333344e-06,0.0,3.5858333339340814e-08,0.0
80211ax,20,50.0,friis,2Mbps,39005.0,0.0,0.0,3,15612.0,1.0,1.0,3,23393.0,1.0,1.0,3,0.4002666666666667,5.7735026918956215e-05,3.333333333332599e-09,3,0.5997333333333333,5.7735026918956215e-05,3.333333333332599e-09,3,16.443336333333335,0.0010646099442214538,1.1333943333352068e-06,3,0.8221668166666666,5.3230497211017364e-05,2.8334858333321277e-09,3,9.433333333333333e-05,1.1547005383792581e-06,1.3333333333333485e-12,3,40.0,0.0,0.0,3,0.4110834083333333,2.6615248605508682e-05,7.083714583330319e-10,3,0.3999999821142637,5.3591737590583285e-09,2.872074337977938e-17,3,0.0,2.48433820832296,2.48433820832296,0.00014343333333331754,0.00014343333333331754,0.002644851161389933,0.0001322425580693592,2.8686666666666833e-06,0.0,6.61212790346796e-05,1.331400013467039e-08
80211ax,20,50.0,friis-nakagami,2Mbps,39005.0,0.0,0.0,3,13085.0,907.9669597512897,824404.0,3,25920.0,907.9669597512897,824404.0,3,0.33546666666666664,0.023277743304137836,0.0005418533333333339,3,0.6645333333333333,0.02327774330413784,0.000541853333333334,3,14.017394000000001,0.9139884033328871,0.8353748014270003,3,0.7008697,0.045699420166644376,0.002088437003567503,3,0.06883233333333333,0.009254193878092974,8.564010433333348e-05,3,40.0,0.0,0.0,3,0.35043485,0.022849710083322188,0.0005221092508918757,3,0.3792263312767137,0.019636532494070505,0.0003855934083906868,3,0.0,2255.697010004964,2255.697010004964,0.05782978709400356,0.057829787094003576,2.2706563123639874,0.11353281561819943,0.0229905474385748,0.0,0.056766407809099716,0.0487837879539947
80211ax,20,50.0,logdistance,2Mbps,39005.0,0.0,0.0,3,3905.0,0.0,0.0,3,35100.0,0.0,0.0,3,0.10010000000000001,0.0,0.0,3,0.8999,0.0,0.0,3,4.111408666666667,2.081665999579326e-06,4.333333333804594e-12,3,0.20557043333333333,1.0408329999741076e-07,1.0833333338351007e-14,3,1.4e-05,0.0,0.0,3,40.0,0.0,0.0,3,0.10278521666666667,5.204164999870538e-08,2.7083333345877517e-15,3,0.09999999999536195,9.813077866773595e-18,9.62964972193618e-35,3,0.0,0.0,0.0,0.0,0.0,5.171562379721725e-06,2.5857811903190856e-07,0.0,0.0,1.2928905951595428e-07,2.4379004285674006e-17
80211ax,30,5.0,friis,2Mbps,58472.0,0.0,0.0,3,57634.0,23.643180835073778,559.0,3,838.0,23.643180835073778,559.0,3,0.9856666666666666,0.00037859388971997655,1.4333333333330177e-07,3,0.014333333333333309,0.00037859388971997655,1.4333333333330177e-07,3,61.178452,0.03797449450618053,0.0014420622329999356,3,2.0392817333333335,0.00126581648353916,1.6022913699994447e-06,3,0.050348,0.00016228678319567464,2.6336999999999907e-08,3,60.0,0.0,0.0,3,1.0196408666666668,0.00063290824176958,4.0057284249986117e-07,3,0.9999202753499868,4.287162991055076e-05,1.8379766511872307e-09,3,0.0,58.73765751486293,58.73765751486293,0.0009405552656689467,0.0009405552656689467,0.09434148764345462,0.003144716254781346,0.000403175256198839,0.0,0.001572358127390673,0.00010650762823986268
80211ax,30,5.0,friis-nakagami,2Mbps,58472.0,0.0,0.0,3,47942.333333333336,157.00106156753634,24649.333333333332,3,10529.666666666666,157.00106156753634,24649.333333333332,3,0.8199,0.0026999999999999524,7.289999999999743e-06,3,0.1801,0.00269999999999998,7.289999999999893e-06,3,51.41295333333333,0.14966740922904223,0.022400333385333596,3,1.713765111111111,0.004988913640968166,2.4889259317038242e-05,3,0.14960866666666664,0.004044643906864166,1.6359144333333422e-05,3,60.0,0.0,0.0,3,0.8568825555555555,0.002494456820484083,6.2223148292595606e-06,3,0.9303253833027619,0.005233858904021437,2.739327902720448e-05,3,0.0,390.04373599949594,390.04373599949594,0.006707713162471873,0.006707713162471942,0.371824463288418,0.012394148776280827,0.010048263396883299,0.0,0.006197074388140413,0.013002675652231786
80211ax,30,5.0,logdistance,2Mbps,58472.0,0.0,0.0,3,21457.0,2.0,4.0,3,37015.0,2.0,4.0,3,0.36696666666666666,5.7735026918956215e-05,3.333333333332599e-09,3,0.6330333333333333,5.7735026918956215e-05,3.333333333332599e-09,3,22.603957666666663,0.002086028842882593,4.3515163333380886e-06,3,0.7534652555555555,6.95342947626975e-05,4.835018148145701e-09,3,0.00010600000000000002,1.7320508075688725e-06,2.999999999999983e-12,3,60.0,0.0,0.0,3,0.3767326277777778,3.476714738134875e-05,1.2087545370364252e-09,3,0.3666665971098897,2.8657501318322698e-08,8.212523818096673e-16,3,0.0,4.96867641664592,4.96867641664592,0.00014343333333331754,0.00014343333333331754,0.005182401158036958,0.00017274670526776047,4.302999999999988e-06,0.0,8.637335263388023e-05,7.119492548017467e-08
80211ax,30,10.0,friis,2Mbps,58472.0,0.0,0.0,3,52154.0,73.66817494685205,5427.0,3,6318.0,73.66817494685205,5427.0,3,0.8919333333333332,0.0012342339054382128,1.5233333333332632e-06,3,0.10806666666666669,0.0012342339054382302,1.523333333333306e-06,3,55.938148000000005,0.2726997633900691,0.07436516095299969,3,1.8646049333333334,0.009089992113002156,8.262795661444141e-05,3,0.113273,0.004787149778312772,2.2916803000000026e-05,3,60.0,0.0,0.0,3,0.9323024666666667,0.004544996056501078,2.0656989153610352e-05,3,0.9906015584012865,0.0012903680270601344,1.665049645259064e-06,3,0.0,183.01666175788475,183.01666175788475,0.003066254449287819,0.003066254449287862,0.6774784415905795,0.02258261471968561,0.011892899103227206,0.0,0.011291307359842805,0.0032057105924238067
80211ax,30,10.0,friis-nakagami,2Mbps,58472.0,0.0,0.0,3,34586.666666666664,1209.170101074837,1462092.3333333316,3,23885.333333333332,1209.1701010748382,1462092.3333333342,3,0.5915,0.020675589471645016,0.0004274799999999982,3,0.40850000000000003,0.02067558947164506,0.00042748000000000016,3,37.926015,0.4423451351648396,0.19566921860400022,3,1.2642005,0.014744837838828082,0.00021741024289333638,3,0.23238333333333336,0.007685964892798666,5.9074056333333605e-05,3,60.0,0.0,0.0,3,0.63210025,0.007372418919414041,5.4352560723334095e-05,3,0.7043961680229862,0.01053306630313829,0.0001109454857463073,3,0.0,3003.987482461953,3003.9874824619556,0.05136515690400763,0.05136515690400774,1.098934920555795,0.036631164018526736,0.019094536251008605,0.0,0.018315582009263368,0.02616769906768552
80211ax,30,10.0,logdistance,2Mbps,58472.0,0.0,0.0,3,11712.0,0.0,0.0,3,46760.0,0.0,0.0,3,0.2003,0.0,0.0,3,0.7997,0.0,0.0,3,12.334133666666666,1.955334583477282e-05,3.823333333342276e-10,3,0.4111377888888889,6.517781945027579e-07,4.24814814829275e-13,3,4.1e-05,0.0,0.0,3,60.0,0.0,0.0,3,0.20556889444444446,3.2588909725137897e-07,1.0620370370731875e-13,3,0.19999999997590187,9.39157021675018e-12,8.820159113614905e-23,3,0.0,0.0,0.0,0.0,0.0,4.857712415787872e-05,1.6192374719549553e-06,0.0,0.0,8.096187359774776e-07,2.3331836725620416e-11
80211ax,30,20.0,friis,2Mbps,58472.0,0.0,0.0,3,36906.0,20.8806130178211,436.0,3,21566.0,20.8806130178211,436.0,3,0.6311666666666667,0.00032145502536639643,1.0333333333331057e-07,3,0.36883333333333335,0.00032145502536639643,1.0333333333331057e-07,3,38.973304,0.006783716975230445,4.6018816000029705e-05,3,1.2991101333333333,0.00022612389917427372,5.113201777777711e-08,3,0.011466333333333334,0.0006777642166220732,4.5936433333333256e-07,3,60.0,0.0,0.0,3,0.6495550666666666,0.00011306194958713686,1.2783004444444278e-08,3,0.6333302906598929,2.087203363595251e-06,4.356417881003329e-12,3,0.0,51.87450473337875,51.87450473337875,0.0007986030017751649,0.0007986030017751649,0.016853047276014055,0.0005617682425336168,0.0016837955395882958,0.0,0.0002808841212668084,5.1853190647198804e-06
80211ax,30,20.0,friis-nakagami,2Mbps,58472.0,0.0,0.0,3,24032.333333333332,147.43247041725064,21736.33333333349,3,34439.666666666664,147.43247041724908,21736.333333333027,3,0.41100000000000003,0.002535744466621205,6.430000000000061e-06,3,0.5890000000000001,0.002535744466621184,6.429999999999952e-06,3,26.152223000000003,0.6092194235355602,0.3711483060130003,3,0.8717407666666667,0.020307314117851964,0.0004123870066811097,3,0.11100533333333333,0.028621629868568498,0.0008191976963333323,3,60.0,0.0,0.0,3,0.43587038333333333,0.010153657058925982,0.00010309675167027743,3,0.4758967360975975,0.02036049376068818,0.0004145497061790222,3,0.0,366.27211940502025,366.2721194050163,0.006299646864970584,0.006299646864970532,1.5135070911418802,0.050450236371395896,0.07110580866696238,0.0,0.025225118185697948,0.05058235258999887
80211ax,30,20.0,logdistance,2Mbps,58472.0,0.0,0.0,3,5857.0,0.0,0.0,3,52615.0,0.0,0.0,3,0.1002,0.0,0.0,3,0.8998,0.0,0.0,3,6.167136333333334,1.1547005385406533e-06,1.3333333337060746e-12,3,0.20557121111111112,3.849001795776498e-08,1.4814814823890709e-15,3,1.1333333333333334e-05,5.773502691896259e-07,3.3333333333333344e-13,3,60.0,0.0,0.0,3,0.10278560555555556,1.924500897888249e-08,3.703703705972677e-16,3,0.0999999999989483,1.7730572799346969e-13,3.143732117929426e-26,3,0.0,0.0,0.0,0.0,0.0,2.8686666670676437e-06,9.56222222515124e-08,1.4343333333333336e-06,0.0,4.78111111257562e-08,4.4048739460869454e-13
80211ax,30,30.0,friis,2Mbps,58472.0,0.0,0.0,3,25345.333333333332,3.7859388972005026,14.333333333335759,3,33126.666666666664,3.7859388971995416,14.333333333328483,3,0.43346666666666667,5.7735026918956215e-05,3.333333333332599e-09,3,0.5665333333333333,5.7735026918956215e-05,3.333333333332599e-09,3,26.703875,0.0031166265416290497,9.713360999986652e-06,3,0.8901291666666666,0.00010388755138769645,1.079262333333127e-08,3,0.000159,3.605551275463993e-06,1.3000000000000028e-11,3,60.0,0.0,0.0,3,0.4450645833333333,5.1943775693848225e-05,2.6981558333328173e-09,3,0.433333051626778,4.59380128759681e-08,2.1103010269926108e-15,3,0.0,9.405552656691299,9.405552656688911,0.00014343333333331754,0.00014343333333331754,0.007742754398442496,0.0002580918132815692,8.957408795702778e-06,0.0,0.0001290459066407846,1.1412556060219964e-07
